Episode,Reward,Epsilon,Duration_s,VisitedPairs,TD_Error
145,36.66,0.559,1.65,43428,0.124623
146,21.545,0.557,2.88,43727,0.078664
147,26.877,0.555,2.37,44026,0.099597
148,34.007,0.553,1.95,44325,0.11631
149,29.209,0.55,1.97,44624,0.104371
150,35.166,0.548,1.7,44924,0.118529
151,40.747,0.546,1.69,45223,0.137648
152,34.273,0.544,2.01,45522,0.115499
153,30.631,0.542,2.3,45821,0.109116
154,20.896,0.539,2.58,46120,0.075859
155,21.376,0.537,2.87,46419,0.088726
156,36.582,0.535,1.69,46719,0.126831
157,18.887,0.533,2.92,47018,0.06998
158,14.757,0.531,3.15,47317,0.05888
159,36.599,0.529,2.23,47616,0.123036
160,25.395,0.527,2.55,47915,0.089969
161,17.504,0.525,2.83,48214,0.073913
162,28.205,0.522,2.65,48513,0.094574
163,26.981,0.52,2.36,48813,0.097562
164,31.943,0.518,2.33,49112,0.107254
165,33.566,0.516,2.13,49411,0.112474
166,38.54,0.514,2.71,49710,0.129036
167,27.518,0.512,2.64,50009,0.096371
168,35.853,0.51,2.0,50308,0.126066
169,28.094,0.508,2.95,50608,0.098281
170,22.569,0.506,3.06,50907,0.085783
171,25.717,0.504,2.94,51206,0.088467
172,33.534,0.502,2.41,51505,0.114146
173,22.679,0.5,3.18,51804,0.077336
174,31.693,0.498,2.48,52103,0.106289
175,36.84,0.496,2.02,52403,0.124357
176,41.199,0.494,1.94,52702,0.139602
177,24.012,0.492,3.22,53001,0.083831
178,21.694,0.49,3.14,53301,0.079685
179,26.508,0.488,2.8,53601,0.100033
180,27.773,0.486,3.17,53900,0.093847
181,30.62,0.484,2.79,54199,0.105455
182,33.775,0.482,2.62,54498,0.11465
183,19.831,0.48,3.27,54797,0.075714
184,29.335,0.478,2.93,55095,0.098944
185,21.251,0.476,3.38,55394,0.074903
186,29.041,0.475,3.22,55693,0.097213
187,25.133,0.473,3.17,55992,0.086119
188,21.434,0.471,3.41,56292,0.078007
189,31.419,0.469,2.96,56592,0.105462
190,40.085,0.467,2.31,56891,0.136833
191,18.793,0.465,3.81,57190,0.067147
192,17.439,0.463,3.59,57490,0.075964
193,33.275,0.461,2.72,57789,0.11534
194,35.912,0.46,2.72,58088,0.125526
195,39.696,0.458,2.32,58387,0.132705
196,25.629,0.456,3.31,58686,0.088803
197,34.275,0.454,2.62,58985,0.116442
198,32.665,0.452,2.76,59284,0.11098
199,40.975,0.45,2.15,59583,0.139661
200,38.738,0.449,2.24,59882,0.130176
201,36.402,0.447,2.65,60181,0.122049
202,35.058,0.445,2.68,60480,0.117181
203,39.052,0.443,2.23,60780,0.132975
204,24.331,0.441,3.39,61079,0.085748
205,34.805,0.44,2.71,61378,0.12371
206,30.077,0.438,3.22,61677,0.101042
207,30.437,0.436,3.14,61976,0.102621
208,23.525,0.434,3.46,62275,0.08856
209,38.403,0.433,2.63,62575,0.130846
210,23.876,0.431,3.4,62874,0.08056
211,29.342,0.429,3.07,63173,0.099389
212,38.958,0.428,2.53,63472,0.132851
213,31.325,0.426,3.11,63771,0.108118
214,32.724,0.424,2.67,64070,0.110851
215,38.99,0.422,2.31,64370,0.132154
216,41.264,0.421,2.42,64669,0.140633
217,39.911,0.419,2.36,64969,0.135347
218,37.335,0.417,2.68,65268,0.124786
219,40.271,0.416,2.31,65567,0.134757
220,39.091,0.414,2.33,65866,0.131728
221,42.974,0.412,2.35,66165,0.144297
222,34.522,0.411,2.87,66464,0.115478
223,33.487,0.409,3.04,66763,0.112441
224,21.736,0.407,3.76,67062,0.076321
225,23.675,0.406,3.43,67361,0.081786
226,34.469,0.404,2.98,67660,0.116015
227,25.401,0.403,3.55,67959,0.085898
228,41.903,0.401,2.67,68258,0.140224
229,31.023,0.399,3.24,68557,0.103817
230,26.336,0.398,3.17,68856,0.098961
231,35.433,0.396,2.89,69155,0.119647
232,35.581,0.395,3.07,69454,0.119128
233,19.884,0.393,3.75,69753,0.071526
234,38.765,0.391,2.69,70052,0.133653
235,31.414,0.39,3.3,70351,0.105065
236,31.98,0.388,3.32,70650,0.108678
237,35.39,0.387,2.83,70950,0.120627
238,32.548,0.385,3.39,71249,0.11043
239,39.638,0.384,2.55,71548,0.136015
240,37.031,0.382,2.73,71847,0.123505
241,42.975,0.381,2.6,72146,0.146443
242,37.424,0.379,2.98,72445,0.125473
243,19.758,0.378,3.88,72744,0.075754
244,26.364,0.376,3.62,73044,0.090378
245,42.594,0.375,2.62,73343,0.142047
246,22.424,0.373,3.94,73642,0.081052
247,29.823,0.372,3.41,73941,0.099513
248,25.978,0.37,3.61,74240,0.088396
249,27.884,0.369,3.49,74539,0.10016
250,35.862,0.367,3.22,74838,0.122887
251,20.54,0.366,4.04,75137,0.086066
252,30.776,0.364,3.51,75436,0.105351
253,23.695,0.363,4.08,75735,0.087799
254,23.93,0.361,3.68,76034,0.082149
255,40.876,0.36,2.84,76333,0.140036
256,23.679,0.358,3.81,76632,0.088108
257,29.334,0.357,3.82,76931,0.098856
258,39.229,0.356,2.9,77230,0.132695
259,28.786,0.354,3.96,77529,0.097077
260,40.732,0.353,2.98,77828,0.140919
261,39.138,0.351,3.07,78127,0.132303
262,22.26,0.35,4.05,78426,0.077122
263,23.936,0.349,3.8,78726,0.083523
264,32.345,0.347,3.57,79025,0.112165
265,29.216,0.346,3.41,79324,0.102805
266,26.264,0.344,3.8,79623,0.103286
267,41.58,0.343,3.42,79922,0.138998
268,34.446,0.342,3.61,80221,0.116159
269,31.519,0.34,3.56,80520,0.106539
270,41.697,0.339,3.16,80819,0.140196
271,40.914,0.338,3.35,81118,0.140984
272,21.841,0.336,4.29,81417,0.075297
273,40.849,0.335,3.06,81716,0.136917
274,27.481,0.333,4.01,82015,0.097238
275,39.363,0.332,3.29,82314,0.132721
276,29.702,0.331,3.86,82613,0.099298
277,41.0,0.329,3.36,82912,0.137079
278,24.811,0.328,4.29,83211,0.084212
279,32.375,0.327,3.58,83510,0.113555
280,41.49,0.326,3.38,83809,0.138703
281,32.19,0.324,3.83,84108,0.109738
282,43.04,0.323,3.16,84407,0.14705
283,42.105,0.322,3.17,84706,0.142454
284,38.77,0.32,3.45,85005,0.131659
285,39.119,0.319,3.75,85304,0.130795
286,40.959,0.318,3.43,85603,0.137592
287,40.552,0.317,3.46,85902,0.139212
288,43.648,0.315,3.38,86201,0.148313
289,36.359,0.314,3.73,86500,0.126987
290,37.017,0.313,3.85,86799,0.123983
291,36.789,0.312,3.58,87098,0.128468
292,37.0,0.31,3.39,87397,0.123596
293,30.434,0.309,4.03,87696,0.106313
294,26.827,0.308,4.05,87995,0.094332
295,33.365,0.307,3.88,88294,0.111375
296,38.081,0.305,3.41,88593,0.127666
297,39.463,0.304,3.43,88892,0.132272
298,31.802,0.303,3.91,89191,0.106081
299,41.583,0.302,3.46,89490,0.140012
300,20.843,0.3,4.58,89789,0.076556
301,26.933,0.299,4.32,90088,0.092693
302,41.905,0.298,3.45,90387,0.141931
303,28.776,0.297,3.93,90686,0.102486
304,20.251,0.296,4.54,90985,0.072206
305,40.659,0.295,3.55,91284,0.135829
306,26.1,0.293,4.37,91583,0.088147
307,32.023,0.292,3.92,91882,0.111321
308,43.178,0.291,3.49,92181,0.14497
309,18.236,0.29,4.82,92480,0.070173
310,27.84,0.289,4.21,92779,0.095438
311,41.795,0.288,3.52,93078,0.141708
312,38.408,0.286,3.85,93377,0.130919
313,37.272,0.285,3.87,93676,0.124975
314,38.708,0.284,3.69,93975,0.129859
315,39.384,0.283,3.53,94274,0.13616
316,26.137,0.282,4.67,94573,0.088039
317,42.245,0.281,3.5,94872,0.142329
318,21.99,0.28,4.78,95171,0.077137
319,41.127,0.278,4.13,95470,0.137452
320,40.762,0.277,3.78,95769,0.137575
321,25.626,0.276,4.12,96068,0.086944
322,27.516,0.275,3.44,96367,0.092224
323,36.51,0.274,4.25,96666,0.123403
324,40.648,0.273,3.19,96965,0.137216
325,32.795,0.272,3.39,97264,0.110636
326,41.051,0.271,3.92,97563,0.140608
327,40.037,0.27,2.24,97862,0.137547
328,39.637,0.269,1.6,98161,0.137723
329,43.95,0.267,1.67,98460,0.146551
330,35.975,0.266,1.74,98759,0.11999
331,30.765,0.265,1.76,99058,0.110583
332,38.943,0.264,1.67,99357,0.130795
333,36.176,0.263,1.61,99655,0.123184
334,28.935,0.262,1.79,99954,0.09819
335,26.265,0.261,1.87,100253,0.088765
336,41.637,0.26,1.58,100552,0.139069
337,37.04,0.259,1.7,100851,0.124835
338,30.152,0.258,1.83,101150,0.103928
339,39.049,0.257,1.73,101449,0.131222
340,34.045,0.256,1.84,101748,0.116277
341,38.769,0.255,1.66,102047,0.13534
342,28.854,0.254,1.86,102346,0.09783
343,40.593,0.253,1.66,102645,0.142253
344,40.996,0.252,1.7,102944,0.137282
345,36.287,0.251,1.81,103243,0.121705
346,45.209,0.25,1.74,103542,0.151817
347,32.836,0.249,1.88,103841,0.109872
348,37.175,0.248,1.76,104140,0.12589
349,34.442,0.247,1.84,104439,0.115218
350,31.246,0.246,1.92,104738,0.110062
351,37.412,0.245,1.83,105037,0.126462
352,39.72,0.244,1.69,105336,0.134837
353,43.113,0.243,1.67,105635,0.144092
354,32.116,0.242,1.81,105934,0.109577
355,39.423,0.241,1.77,106233,0.137133
356,36.884,0.24,1.84,106532,0.123648
357,21.785,0.239,2.12,106831,0.076948
358,28.515,0.238,1.9,107130,0.100178
359,30.845,0.237,1.93,107429,0.103234
360,34.333,0.236,1.86,107728,0.117229
361,21.425,0.235,2.11,108027,0.075665
362,31.112,0.234,2.11,108326,0.11334
363,31.369,0.233,2.04,108625,0.105128
364,43.751,0.232,2.02,108924,0.146226
365,43.343,0.232,1.84,109223,0.147253
366,30.426,0.231,1.97,109522,0.102217
367,42.135,0.23,1.73,109821,0.144378
368,30.581,0.229,1.98,110120,0.102068
369,27.967,0.228,1.96,110419,0.093847
370,28.373,0.227,1.99,110718,0.094988
371,35.805,0.226,1.9,111017,0.120229
372,41.835,0.225,1.74,111316,0.142297
373,42.525,0.224,1.78,111615,0.142659
374,35.678,0.223,1.89,111914,0.126486
375,25.282,0.222,2.11,112213,0.086884
376,26.259,0.222,2.1,112512,0.088117
377,22.555,0.221,2.13,112811,0.083363
378,35.165,0.22,2.56,113110,0.120823
379,42.752,0.219,4.16,113409,0.143267
380,42.998,0.218,4.06,113708,0.146345
381,41.505,0.217,4.44,114007,0.138741
382,28.535,0.216,5.16,114306,0.095282
383,37.135,0.215,4.47,114605,0.125067
384,42.815,0.215,3.88,114904,0.143382
385,31.268,0.214,4.96,115203,0.104304
386,31.824,0.213,4.87,115502,0.107379
387,26.386,0.212,5.0,115801,0.092691
388,43.08,0.211,4.2,116100,0.144677
389,42.001,0.21,4.51,116399,0.140723
390,40.336,0.209,4.07,116698,0.135184
391,26.98,0.209,5.04,116997,0.094271
392,36.133,0.208,5.05,117296,0.122889
393,41.824,0.207,4.83,117595,0.139477
394,41.962,0.206,4.56,117894,0.139931
395,45.401,0.205,4.51,118193,0.152278
396,42.272,0.205,4.52,118492,0.141465
397,39.142,0.204,4.75,118791,0.131773
398,24.818,0.203,5.31,119090,0.084245
399,28.647,0.202,5.48,119389,0.09649
400,36.979,0.201,4.59,119688,0.124244
401,32.285,0.2,5.18,119987,0.108022
402,32.215,0.2,5.01,120286,0.120202
403,42.957,0.199,4.6,120585,0.145496
404,33.371,0.198,5.47,120884,0.111312
405,27.422,0.197,6.1,121183,0.091946
406,32.464,0.196,5.37,121482,0.108291
407,36.875,0.196,5.52,121781,0.123095
408,23.141,0.195,6.26,122080,0.079029
409,45.603,0.194,4.71,122379,0.152065
410,29.833,0.193,5.7,122678,0.101806
411,43.582,0.193,4.83,122977,0.145656
412,31.108,0.192,5.69,123276,0.104364
413,42.692,0.191,4.78,123575,0.143451
414,38.26,0.19,5.29,123874,0.127654
415,30.948,0.19,5.95,124173,0.105154
416,35.901,0.189,5.45,124472,0.119901
417,39.716,0.188,4.99,124771,0.132783
418,27.067,0.187,5.91,125070,0.090448
419,24.462,0.186,5.81,125369,0.082811
420,43.326,0.186,4.74,125668,0.146727
421,42.838,0.185,4.79,125967,0.145204
422,25.291,0.184,6.09,126266,0.085836
423,42.791,0.184,4.7,126565,0.14336
424,38.778,0.183,5.25,126864,0.129325
425,39.84,0.182,5.27,127163,0.133233
426,33.306,0.181,5.95,127462,0.111444
427,42.718,0.181,5.03,127761,0.143082
428,41.399,0.18,5.15,128060,0.141207
429,35.298,0.179,5.52,128359,0.118152
430,42.687,0.178,4.84,128658,0.145445
431,44.556,0.178,4.9,128957,0.14857
432,31.902,0.177,5.7,129256,0.106757
433,42.968,0.176,5.14,129555,0.143522
434,25.319,0.176,6.31,129854,0.085767
435,39.237,0.175,5.33,130153,0.134261
436,40.097,0.174,4.78,130452,0.133901
437,43.51,0.174,4.83,130751,0.145085
438,31.526,0.173,5.38,131050,0.111103
439,38.308,0.172,5.25,131349,0.128418
440,42.434,0.171,4.46,131648,0.14283
441,26.844,0.171,5.52,131947,0.089795
442,28.002,0.17,5.96,132246,0.097177
443,26.515,0.169,6.1,132545,0.088719
444,28.874,0.169,6.2,132844,0.096459
445,22.515,0.168,6.43,133143,0.077014
446,43.647,0.167,5.02,133442,0.145882
447,29.687,0.167,5.87,133741,0.102226
448,21.623,0.166,6.61,134040,0.074468
449,33.74,0.165,5.94,134339,0.115036
450,45.262,0.165,5.16,134637,0.153968
451,45.958,0.164,5.12,134936,0.153583
452,43.691,0.163,5.05,135235,0.145698
453,28.992,0.163,6.19,135534,0.097084
454,39.348,0.162,5.35,135833,0.13362
