Episode,Reward,Steps,Duration(s),ActorLoss,CriticLoss,Entropy,AdvantageMean,AdvantageStd,ValueMean
71,29.738173989310383,300,49.94,-0.001244,12200.932227,0.01,0.0,1.0,289.39722
72,41.56837224223588,300,49.71,0.000547,1292.791553,0.01,0.0,1.0,101.51187
73,37.34109657177837,300,49.87,-0.005236,3868.314714,0.01,0.0,1.0,168.65112
74,28.62284676602856,300,49.58,0.00121,12390.425378,0.01,-0.0,1.0,294.07928
75,31.87797320524592,300,49.75,-0.000946,9982.54877,0.01,0.0,1.0,260.51865
76,24.860709955028135,300,53.38,-0.002793,18669.59187,0.01,0.0,1.0,355.80954
77,41.35786919309647,300,50.5,-0.001099,1956.739519,0.01,0.0,1.0,122.862015
78,41.64661033411035,300,49.54,-0.003254,1127.158996,0.01,0.0,1.0,96.46035
79,32.42119181323731,300,50.21,-0.00614,7995.175881,0.01,-0.0,1.0,235.6861
80,44.702483459301625,300,49.98,-0.001523,51.082133,0.01,-0.0,1.0,23.7933
81,41.056266923312364,300,49.94,0.004015,2166.470685,0.01,0.0,1.0,119.797226
82,32.08737962374325,300,50.07,-0.004829,9375.214956,0.01,0.0,1.0,256.60504
83,34.3590008476372,300,50.01,0.000486,7136.024033,0.01,0.0,1.0,223.1239
84,30.67410350592168,300,50.07,-0.003967,12831.105732,0.01,-0.0,1.0,299.9752
85,26.2147185726731,300,50.79,-0.000785,15973.173657,0.01,-0.0,1.0,334.91434
86,42.32044954204045,300,49.6,-0.002553,988.24694,0.01,0.0,1.0,90.28308
87,31.40523710296439,300,50.09,-2.8e-05,8892.492307,0.01,0.0,1.0,251.19771
88,37.66953038543949,300,49.6,-0.002553,4404.389099,0.01,-0.0,1.0,176.66481
89,44.49709566527752,300,49.49,-0.001902,382.824199,0.01,0.0,1.0,59.696823
90,44.24438705234158,300,49.85,-0.003733,424.221154,0.01,-0.0,1.0,63.728638
91,42.28507304984579,300,49.48,-0.002102,1185.2991,0.01,-0.0,1.0,99.27737
92,44.982613724659146,300,49.84,-0.005388,690.639827,0.01,-0.0,1.0,76.156494
93,43.238360587224214,300,49.78,-0.001267,712.449652,0.01,-0.0,1.0,76.61086
94,27.71442395987848,300,49.84,0.000228,14271.049053,0.01,0.0,1.0,315.93958
95,46.16043476725297,300,49.8,0.00231,86.687175,0.01,-0.0,1.0,31.172857
96,44.97648807421533,300,49.43,-0.000838,513.035613,0.01,-0.0,1.0,68.47112
97,40.10851139601142,300,49.82,-0.002165,2901.097794,0.01,0.0,1.0,146.79834
98,43.64157219043581,300,49.75,-0.003823,734.840483,0.01,-0.0,1.0,79.511566
99,42.3439432200796,300,50.85,-0.001197,877.935626,0.01,0.0,1.0,86.035065
100,27.833666207529866,300,51.51,-0.006404,15969.763652,0.01,0.0,1.0,335.06506
101,35.44997557156646,300,50.16,0.001176,7081.736265,0.01,-0.0,1.0,222.68172
102,44.72460443596807,300,49.84,-0.00457,359.757735,0.01,-0.0,1.0,57.438515
103,31.573825374961764,300,49.9,-0.003632,9458.597275,0.01,-0.0,1.0,256.59375
104,39.75270478679568,300,49.89,0.003167,2944.827341,0.01,0.0,1.0,148.52646
105,26.858291834428197,300,50.01,-0.00173,15365.828994,0.01,-0.0,1.0,325.1101
106,40.47181341385884,300,49.68,-0.001263,2770.241228,0.01,-0.0,1.0,141.31526
107,43.82180841044477,300,49.82,-0.005813,830.410941,0.01,0.0,1.0,86.97908
108,45.94354353558904,300,49.87,0.000845,48.732856,0.01,-0.0,1.0,23.863209
109,30.17748022179841,300,49.91,0.001878,12378.411562,0.01,0.0,1.0,294.3952
110,29.58370299733936,300,50.05,-0.0027,13314.428711,0.01,0.0,1.0,308.04666
111,44.036934025570396,300,49.68,-0.001525,929.638217,0.01,0.0,1.0,89.253136
112,26.236843964116712,300,50.35,-0.002142,15004.831768,0.01,0.0,1.0,326.39017
113,45.07500029431844,300,50.08,0.001388,48.939992,0.01,0.0,1.0,22.80345
114,29.225465611829247,300,50.2,-0.000442,14332.377207,0.01,-0.0,1.0,313.35602
115,30.563877999105244,300,50.35,-0.003059,11808.083857,0.01,0.0,1.0,289.10373
116,31.49106066492431,300,50.38,-0.001703,11069.370537,0.01,-0.0,1.0,278.57007
117,25.34573061618514,300,50.53,-3.8e-05,17501.078486,0.01,0.0,1.0,348.3825
118,35.193639483412184,300,49.94,-0.001308,6942.367251,0.01,0.0,1.0,222.35281
119,47.25544459749004,300,50.11,-0.003984,91.76688,0.01,-0.0,1.0,34.90806
120,35.38063619881802,300,50.28,0.002202,6634.765918,0.01,0.0,1.0,219.63535
121,30.101863330272423,300,50.32,-0.000369,13116.448223,0.01,0.0,1.0,303.91077
122,30.778470014833644,300,50.32,-0.003329,9629.035054,0.01,0.0,1.0,260.9848
123,39.62389689435145,300,49.98,-0.002178,3184.218452,0.01,0.0,1.0,153.49725
124,47.7715847284029,300,50.02,-0.000896,150.196709,0.01,0.0,1.0,42.68248
125,34.24612618021714,300,50.36,0.003803,6735.690328,0.01,0.0,1.0,219.99635
126,36.02710231687506,300,50.13,-0.003459,4826.472292,0.01,0.0,1.0,184.97542
127,45.56170357420358,300,50.13,-0.001333,305.541675,0.01,-0.0,1.0,56.695526
128,28.04793329566056,300,50.22,-0.001846,15593.786328,0.01,-0.0,1.0,327.5658
129,41.27115060865061,300,50.09,-0.001895,1999.318284,0.01,0.0,1.0,120.1351
130,29.623310906265463,300,50.78,-0.000224,13633.537861,0.01,0.0,1.0,311.8988
131,29.10543164747711,300,50.47,-0.005348,12704.753828,0.01,-0.0,1.0,294.70392
132,34.316770266770256,300,50.64,-0.002695,7305.081753,0.01,-0.0,1.0,227.21297
133,35.507930117021,300,50.68,-0.005603,6233.93886,0.01,0.0,1.0,213.20529
134,36.005630606767,300,50.36,0.001547,5479.385935,0.01,0.0,1.0,197.42574
135,39.26308392785667,300,50.02,0.002122,3065.150925,0.01,0.0,1.0,147.46747
136,35.85960567210567,300,50.06,-0.002068,5652.310312,0.01,0.0,1.0,199.58888
137,44.293298662616806,300,49.96,-0.003196,828.752608,0.01,0.0,1.0,81.67892
138,35.499019036519,300,50.58,-0.006961,6295.651689,0.01,-0.0,1.0,213.27312
139,30.614678839678835,300,50.2,-2e-05,10445.425044,0.01,-0.0,1.0,267.33572
140,28.173874231828766,300,50.7,0.001154,15620.901562,0.01,0.0,1.0,329.6394
141,44.35633255633258,300,49.94,0.0004,668.030727,0.01,-0.0,1.0,76.74344
142,36.98753414094322,300,50.63,-0.00396,3925.560654,0.01,0.0,1.0,169.70813
143,38.98564991405901,300,50.71,-0.003825,3603.63453,0.01,0.0,1.0,160.30742
144,35.00844252548798,300,50.29,-0.003216,7014.329971,0.01,-0.0,1.0,221.03848
145,24.44057386216475,300,50.37,-0.003947,19049.794805,0.01,0.0,1.0,362.58762
146,45.36415554142823,300,49.89,-0.000109,49.987929,0.01,0.0,1.0,23.160818
147,31.557973381837023,300,50.4,-0.003353,8553.496206,0.01,0.0,1.0,244.48735
148,46.26847231051778,300,54.84,-0.003665,75.730893,0.01,0.0,1.0,29.554382
149,36.55027577641216,300,50.69,-0.005549,4126.41308,0.01,-0.0,1.0,172.31154
150,42.11972787313697,300,50.34,-0.004953,1449.073361,0.01,-0.0,1.0,106.65653
151,45.480060217560165,300,50.98,0.000259,51.299708,0.01,-0.0,1.0,23.836176
152,46.74417190553553,300,49.91,-0.005157,62.655376,0.01,-0.0,1.0,25.401163
153,28.115394916531297,300,50.97,-0.00117,14286.649258,0.01,-0.0,1.0,318.0927
154,43.14346760142213,300,50.33,-0.001147,1312.223704,0.01,0.0,1.0,103.08154
155,33.071538226083675,300,50.34,-0.003678,7595.698452,0.01,0.0,1.0,229.70956
156,28.253472369381473,300,50.84,-0.004,14297.239829,0.01,0.0,1.0,320.13376
157,41.11318311318311,300,50.37,-0.001471,1674.99292,0.01,-0.0,1.0,109.30698
158,42.96531721645352,300,50.71,-0.001134,1226.209297,0.01,0.0,1.0,97.7937
159,40.5196542935179,300,50.94,-0.002241,2554.08681,0.01,0.0,1.0,136.89763
160,37.08107208448118,300,50.68,-0.001078,4422.815515,0.01,-0.0,1.0,177.10522
161,24.77320524593252,300,50.85,0.004223,19503.863965,0.01,-0.0,1.0,361.53952
162,26.902652398106937,300,50.22,-0.001515,17254.909121,0.01,0.0,1.0,345.02713
163,38.066771149725696,300,50.3,-0.00319,3674.572605,0.01,-0.0,1.0,165.69232
164,28.886122295213234,300,50.81,-0.002851,14941.632661,0.01,0.0,1.0,322.8148
165,40.98593687457327,300,50.27,-0.000365,1719.911213,0.01,0.0,1.0,111.43542
166,24.973238209601824,300,51.06,-0.002344,17166.692637,0.01,-0.0,1.0,345.59995
167,38.92471480539666,300,50.53,0.000222,3114.734846,0.01,0.0,1.0,152.67271
168,31.63369299051116,300,50.47,0.002963,9375.74199,0.01,0.0,1.0,251.87886
169,37.83502331002331,300,50.75,-0.00385,4129.068823,0.01,0.0,1.0,169.55232
170,30.72640331049424,300,50.26,0.003129,11560.368916,0.01,0.0,1.0,278.4788
171,32.370290904381825,300,50.33,-0.000776,9720.2523,0.01,-0.0,1.0,261.54272
172,27.72300981846434,300,50.58,-0.002738,14848.390166,0.01,0.0,1.0,323.89746
173,38.43694138353228,300,50.59,-0.007087,3147.95318,0.01,0.0,1.0,151.4817
174,45.34082785900966,300,50.59,0.002013,49.52129,0.01,-0.0,1.0,22.939926
175,45.834139765957985,300,50.27,-0.001502,67.789259,0.01,-0.0,1.0,28.073126
176,38.36582314991408,300,50.73,-0.002623,3133.763409,0.01,0.0,1.0,152.97209
177,27.873979009206277,300,50.48,0.002258,14475.827354,0.01,-0.0,1.0,313.9133
178,34.378087695133146,300,50.51,-0.00416,7992.633652,0.01,0.0,1.0,238.81464
179,36.457967495467486,300,50.71,-0.0009,5931.061758,0.01,-0.0,1.0,206.9466
180,47.13682777660048,300,50.07,0.000723,68.350544,0.01,-0.0,1.0,27.693499
181,27.3733423983424,300,50.76,-0.004765,15610.403477,0.01,-0.0,1.0,329.0938
182,38.89709331072969,300,50.76,-0.002533,2673.279919,0.01,0.0,1.0,140.61777
183,37.955172647218134,300,50.62,-0.003424,3862.914885,0.01,0.0,1.0,171.70403
184,30.598909550045924,300,51.0,0.001975,10098.581094,0.01,0.0,1.0,267.45734
185,31.70633667679122,300,51.68,0.00073,11399.563223,0.01,0.0,1.0,279.80392
186,47.04326569894749,300,50.44,-0.002869,75.1628,0.01,-0.0,1.0,28.583311
187,40.214602905511974,300,51.0,-0.004066,3169.003074,0.01,0.0,1.0,149.27644
188,34.848496032586944,300,50.94,0.004019,5979.539829,0.01,-0.0,1.0,202.2739
189,46.137092663229005,300,50.41,0.003947,54.019827,0.01,-0.0,1.0,24.611622
190,27.727890207435664,300,50.71,-0.000518,16523.664797,0.01,-0.0,1.0,336.3283
191,27.821341032704684,300,50.34,0.002946,15764.491992,0.01,0.0,1.0,326.81708
192,45.82631942972851,300,50.58,-0.000394,136.745321,0.01,-0.0,1.0,36.7052
193,32.53768924678018,300,50.31,-0.001879,8689.79644,0.01,-0.0,1.0,249.94814
194,38.62484842598479,300,50.91,-0.006636,2585.765695,0.01,0.0,1.0,140.23932
195,47.32114501659957,300,50.55,0.003261,69.312246,0.01,-0.0,1.0,27.870918
196,45.8319971274517,300,50.17,-0.002031,85.914794,0.01,-0.0,1.0,29.249731
197,31.44745855995856,300,50.5,0.001264,9658.222864,0.01,-0.0,1.0,259.38876
198,38.32047132160773,300,50.31,-0.001906,2841.604811,0.01,0.0,1.0,141.31767
199,47.27297067410705,300,50.5,0.002625,84.526244,0.01,-0.0,1.0,29.31668
200,35.91581137717501,300,50.71,-0.003727,4911.768364,0.01,0.0,1.0,186.37651
201,38.32752495820678,300,51.01,-0.002596,4274.963848,0.01,0.0,1.0,174.1918
202,42.02792140519416,300,51.19,-0.002333,2073.596273,0.01,0.0,1.0,125.83902
203,27.947523898660258,300,50.6,-0.001678,16296.507788,0.01,0.0,1.0,333.23517
204,39.2086073438346,300,50.3,-0.000114,2755.884633,0.01,-0.0,1.0,140.28532
205,32.46070377434013,300,50.94,0.004716,8617.514082,0.01,-0.0,1.0,251.1256
206,35.607216100397906,300,50.41,-5.5e-05,5036.248328,0.01,0.0,1.0,190.7136
207,45.71451519860611,300,50.06,-0.004366,53.535087,0.01,-0.0,1.0,24.63314
208,40.69644993054086,300,50.45,-0.004786,2500.141377,0.01,0.0,1.0,137.26825
209,37.49082285559557,300,50.16,0.000244,4340.515176,0.01,0.0,1.0,178.27232
210,42.91785277012551,300,50.41,-3.6e-05,967.481527,0.01,-0.0,1.0,86.048164
211,35.83949489063127,300,50.38,-0.00589,6128.070542,0.01,-0.0,1.0,208.26178
212,44.818613583386316,300,49.9,0.000413,45.954393,0.01,0.0,1.0,22.464737
213,42.49583333333332,300,50.15,-0.003739,1059.130274,0.01,-0.0,1.0,91.95712
214,31.894611323020428,300,50.39,0.003911,9357.835771,0.01,-0.0,1.0,256.2509
215,35.553699288926545,300,50.56,-0.000829,6078.319939,0.01,-0.0,1.0,212.6503
216,43.55320453956817,300,50.22,-0.002653,879.088863,0.01,-0.0,1.0,84.00592
217,41.184827882555155,300,49.83,0.00257,2178.694285,0.01,0.0,1.0,126.00543
218,35.37660226978411,300,50.5,-0.004696,5798.114443,0.01,0.0,1.0,202.82286
219,46.72162387276023,300,53.88,-0.002659,62.797228,0.01,-0.0,1.0,26.07121
220,30.51305184714275,300,50.85,0.002119,10528.098555,0.01,-0.0,1.0,272.80496
221,39.60870417461326,300,50.44,-0.004601,2856.025792,0.01,0.0,1.0,146.13055
222,43.09101121942028,300,50.84,-0.000676,1161.038875,0.01,0.0,1.0,94.83867
223,29.94651880106426,300,50.82,0.00069,13035.216055,0.01,-0.0,1.0,299.08792
224,42.530036083445175,300,50.59,0.000552,691.52862,0.01,0.0,1.0,76.39886
225,28.03833115537663,300,50.7,-0.007357,13926.813384,0.01,0.0,1.0,318.8173
226,45.73813043017592,300,50.5,0.0002,62.21691,0.01,0.0,1.0,24.460293
227,32.83041634291637,300,50.7,0.002577,7878.197173,0.01,0.0,1.0,233.66978
228,23.8904340608886,300,50.95,-0.001032,19913.746641,0.01,-0.0,1.0,370.8849
229,47.56326493371951,300,51.26,0.001702,68.935468,0.01,0.0,1.0,27.031506
230,34.61825186597908,300,84.77,-0.001322,5485.321646,0.01,0.0,1.0,201.9888
231,47.59638370888368,300,91.58,0.004161,101.404688,0.01,-0.0,1.0,35.368233
232,34.354987226578125,300,93.07,0.001383,7231.33124,0.01,0.0,1.0,222.53305
233,46.19613206658662,300,87.08,0.001576,318.415858,0.01,0.0,1.0,56.10593
234,45.991319076546404,300,74.3,-0.000997,255.451286,0.01,-0.0,1.0,53.062958
235,28.7973311200584,300,76.55,-0.003943,12937.081245,0.01,-0.0,1.0,299.18323
236,45.37512008193826,300,80.85,-0.001493,452.932668,0.01,0.0,1.0,63.61925
237,45.77389601139603,300,78.37,-0.001445,176.90052,0.01,-0.0,1.0,44.473534
238,32.340485272303454,300,74.41,0.005575,9698.68989,0.01,0.0,1.0,257.72736
239,39.21382561041652,300,76.48,-0.004055,3262.722914,0.01,-0.0,1.0,156.73123
240,29.214866026229668,300,75.11,0.00015,11977.490139,0.01,0.0,1.0,288.70676
241,29.974210637847005,300,67.24,-0.002063,12685.532588,0.01,0.0,1.0,301.7524
242,42.632176367403666,300,129.37,0.000584,1041.510126,0.01,0.0,1.0,93.6809
243,31.793835499517307,300,134.01,-0.006232,8039.291279,0.01,0.0,1.0,240.72162
244,31.3242350662805,300,145.51,-0.003628,8631.815576,0.01,0.0,1.0,247.90817
245,45.75031962986513,300,140.07,0.002798,57.070836,0.01,0.0,1.0,25.134315
246,39.407262014080175,300,115.48,0.002787,3370.359363,0.01,0.0,1.0,157.73628
247,23.480265357538094,300,47.73,-0.006609,20097.884666,0.01,0.0,1.0,372.61026
248,33.0556894704622,300,45.12,-0.006276,9416.737218,0.01,0.0,1.0,259.0775
249,33.71020372724921,300,45.2,-0.000157,7375.562644,0.01,-0.0,1.0,224.26537
250,46.06041475359657,300,44.68,-0.00138,56.410428,0.01,-0.0,1.0,25.546656
251,28.10085999858726,300,44.92,0.000517,15543.29498,0.01,-0.0,1.0,330.37616
252,44.535126615808466,300,49.65,-0.000939,480.717513,0.01,0.0,1.0,63.962063
253,40.47237821101461,300,50.89,7.6e-05,2052.659646,0.01,-0.0,1.0,128.21054
254,26.507978679569597,300,50.71,0.000227,15477.286133,0.01,-0.0,1.0,326.215
255,24.933821313366764,300,50.7,-0.004108,17089.892461,0.01,0.0,1.0,350.45383
256,44.0920625250171,300,50.02,0.000463,478.746122,0.01,0.0,1.0,68.26535
257,28.298053083280372,300,50.76,-0.001703,12889.744502,0.01,0.0,1.0,298.7254
258,36.01387093546187,300,50.71,0.002746,5645.386404,0.01,-0.0,1.0,201.11438
259,45.45570153751973,300,50.4,-0.001073,250.278529,0.01,0.0,1.0,51.946033
260,44.71503319912411,300,50.8,0.003684,406.036312,0.01,0.0,1.0,61.669113
261,28.710104836241204,300,57.25,0.001098,13074.511353,0.01,-0.0,1.0,300.71564
262,37.14514963151325,300,80.27,-0.003568,5245.659485,0.01,0.0,1.0,192.36867
263,36.311215888488604,300,72.22,-0.00704,5300.038667,0.01,0.0,1.0,197.23215
264,39.18829377693011,300,76.3,-0.00031,3265.54666,0.01,0.0,1.0,156.83899
265,42.54278978597162,300,74.34,-0.004817,1139.072897,0.01,0.0,1.0,95.28386
266,43.727473158155014,300,85.2,-0.003624,546.659127,0.01,0.0,1.0,69.55018
267,47.22092192319472,300,100.36,-0.002827,67.543638,0.01,0.0,1.0,28.9867
268,27.946710991029178,300,92.24,-0.000518,13736.773572,0.01,0.0,1.0,308.51282
269,43.429880094652795,300,78.79,0.001149,848.327624,0.01,0.0,1.0,82.27023
270,33.16754991641357,300,81.75,-0.008555,9260.769768,0.01,0.0,1.0,261.85962
271,40.92883114360387,300,48.92,-0.001862,1535.036934,0.01,0.0,1.0,108.64857
272,43.281041475359615,300,42.03,-0.004371,1311.668792,0.01,0.0,1.0,101.92072
273,38.15102687716323,300,44.76,-0.004825,3602.618047,0.01,0.0,1.0,164.44951
274,42.37527871959687,300,44.69,-0.001659,707.389625,0.01,0.0,1.0,77.43273
275,32.68484112688656,300,44.94,-0.003497,7605.864038,0.01,0.0,1.0,231.85487
276,28.73068799886981,300,47.16,-0.004148,14499.692598,0.01,0.0,1.0,317.11276
277,26.63026476890113,300,50.66,-0.002186,17057.862988,0.01,-0.0,1.0,345.36426
278,26.771723352405182,300,50.78,0.001837,16984.138242,0.01,-0.0,1.0,338.39813
279,31.031595677050245,300,51.24,-0.004397,10627.643447,0.01,-0.0,1.0,273.64975
280,39.343522344658716,300,49.98,0.002481,2286.841128,0.01,0.0,1.0,129.39902
281,46.865761637352506,300,50.31,-0.003046,77.615732,0.01,-0.0,1.0,27.578503
282,30.77118533823081,300,50.96,-0.004612,11731.758672,0.01,0.0,1.0,285.6822
283,46.292938711120534,300,50.27,0.000467,58.391781,0.01,-0.0,1.0,25.155085
284,47.04245661745659,300,50.37,-0.003478,72.263094,0.01,-0.0,1.0,27.058619
285,41.37231610981607,300,50.46,-0.000737,1177.21205,0.01,0.0,1.0,92.61099
286,43.57985448894538,300,50.47,-0.004663,406.433185,0.01,0.0,1.0,61.362656
287,46.97280408984954,300,50.33,-0.004379,79.346416,0.01,-0.0,1.0,31.552729
288,40.900312271903175,300,50.64,0.000552,1578.810876,0.01,0.0,1.0,109.36841
289,26.753178050905312,300,50.79,-0.003662,16255.31958,0.01,0.0,1.0,339.06842
290,44.45414047232231,300,50.05,-0.00505,287.828499,0.01,0.0,1.0,55.764023
291,37.566965988556895,300,50.44,-0.004539,4781.490811,0.01,0.0,1.0,182.25806
292,38.11887464387463,300,50.17,0.002381,3368.897987,0.01,0.0,1.0,160.46956
293,27.31980439594076,300,50.2,-0.001461,14610.270977,0.01,-0.0,1.0,318.33896
294,42.95577246827249,300,50.63,-0.006146,755.287264,0.01,-0.0,1.0,81.17779
295,45.379385639612934,300,50.32,0.000186,48.651286,0.01,0.0,1.0,23.17311
296,45.14449948199949,300,50.05,-0.000742,56.600347,0.01,0.0,1.0,23.947512
297,45.92505562619195,300,49.99,-0.002376,331.506306,0.01,-0.0,1.0,58.5974
298,34.14217377740105,300,50.2,-0.00478,7915.967004,0.01,0.0,1.0,234.52911
299,34.36254591368229,300,50.22,0.001605,6831.842871,0.01,-0.0,1.0,218.33269
300,34.44149066421793,300,50.63,-0.00379,6738.63761,0.01,-0.0,1.0,217.28351
301,35.84727255068164,300,50.37,-0.003339,6343.038428,0.01,-0.0,1.0,211.757
302,34.86693390784301,300,50.64,-0.000366,6927.101519,0.01,0.0,1.0,223.10675
303,38.413566610157545,300,50.04,-0.003024,4511.13053,0.01,-0.0,1.0,181.65099
304,32.47422005603826,300,50.88,-0.003323,8606.600542,0.01,-0.0,1.0,247.04234
305,46.30201490428763,300,50.24,-0.00309,77.437235,0.01,-0.0,1.0,30.56015
306,34.588347931529746,300,50.9,-0.001475,8268.642051,0.01,0.0,1.0,240.37854
307,45.289147594829416,300,50.44,0.004061,68.674822,0.01,-0.0,1.0,26.124876
308,39.60830978785522,300,50.38,-0.001331,3153.063853,0.01,-0.0,1.0,149.89156
