Episode,Reward,Steps,Duration(s),ActorLoss,CriticLoss,Entropy,AdvantageMean,AdvantageStd,ValueMean
43,-52.71770119611029,300,65.8,0.004488,133619.966758,0.01,0.0,1.0,-730.1932
44,-54.451845965482306,300,65.62,-0.005836,171511.003984,0.01,0.0,1.0,-830.23834
45,-72.82582762355493,300,65.71,0.005085,341584.787422,0.01,-0.0,1.0,-1305.8018
46,-67.26108903722539,300,65.9,-0.002778,308604.639062,0.01,-0.0,1.0,-1199.1194
47,-52.46608568199478,300,70.68,0.001883,134515.975684,0.01,0.0,1.0,-724.0126
48,-51.64749122930945,300,67.2,0.00102,133891.261211,0.01,0.0,1.0,-720.17426
49,-49.58241064491063,300,67.35,0.00193,127762.822969,0.01,0.0,1.0,-693.5059
50,-49.02949689199688,300,69.01,0.00171,124796.331953,0.01,-0.0,1.0,-686.2116
51,-70.28178256928257,300,70.53,0.000388,336516.654375,0.01,0.0,1.0,-1273.5931
52,-53.08012467330648,300,78.58,-0.000722,152103.365,0.01,0.0,1.0,-781.5369
53,-50.44055708601163,300,47.46,0.002049,137381.064062,0.01,0.0,1.0,-736.1828
54,-61.44203897953897,300,41.63,-0.002149,230956.333281,0.01,0.0,1.0,-1005.4189
55,-60.21836311836312,300,42.05,0.002832,210602.641406,0.01,0.0,1.0,-961.7696
56,-66.10646176214357,300,43.61,0.001906,272663.341016,0.01,0.0,1.0,-1126.615
57,-65.71155052859599,300,43.68,0.000881,283063.336836,0.01,0.0,1.0,-1155.5831
58,-52.208632655223575,300,44.74,0.000683,131594.905586,0.01,-0.0,1.0,-715.82904
59,-49.49390437004076,300,50.32,-0.001422,126449.33418,0.01,-0.0,1.0,-689.0974
60,-66.27823956346684,300,49.5,-0.001902,282455.981406,0.01,0.0,1.0,-1141.6592
61,-66.39181824068189,300,49.67,-0.000519,270809.013125,0.01,0.0,1.0,-1124.3842
62,-64.45584281038825,300,49.59,-0.000718,269729.303672,0.01,-0.0,1.0,-1110.7582
63,-53.06520831861743,300,49.54,5.1e-05,159040.448516,0.01,0.0,1.0,-801.15656
64,-60.1051911892821,300,49.49,-0.004344,203600.195625,0.01,-0.0,1.0,-938.4573
65,-73.93095730027551,300,49.05,0.000398,353027.875,0.01,0.0,1.0,-1325.6788
66,-67.8883255633256,300,49.37,-0.000303,304391.415312,0.01,0.0,1.0,-1207.1299
67,-68.81490752513477,300,49.6,0.00057,293071.736328,0.01,-0.0,1.0,-1182.8325
68,-59.23221757199029,300,49.44,0.000431,210444.215781,0.01,0.0,1.0,-964.0956
69,-62.63079895693531,300,49.56,-0.000998,255987.71125,0.01,-0.0,1.0,-1068.923
70,-74.67493848743847,300,49.73,-0.004587,372084.509531,0.01,-0.0,1.0,-1347.4598
71,-65.71351775329047,300,49.66,-0.002955,289944.209375,0.01,0.0,1.0,-1155.8035
72,-62.04859933837206,300,49.91,-0.000721,252120.003125,0.01,-0.0,1.0,-1073.729
73,-55.6467092251183,300,49.37,-0.001902,189959.396055,0.01,0.0,1.0,-893.82654
74,-57.36002007252006,300,49.85,0.001382,189598.787227,0.01,0.0,1.0,-891.56824
75,-52.84759306350216,300,49.6,0.005164,139163.420117,0.01,-0.0,1.0,-745.1417
76,-62.693057321466405,300,50.02,-0.002027,228536.831953,0.01,-0.0,1.0,-1011.21967
77,-66.78301429210522,300,51.25,-0.00415,273970.240312,0.01,0.0,1.0,-1116.4258
78,-68.92426567540204,300,50.38,-0.003556,313921.096875,0.01,0.0,1.0,-1226.0569
79,-56.64672423536062,300,49.82,-0.004919,189737.411562,0.01,0.0,1.0,-881.2907
80,-51.52373649078194,300,50.08,-0.001463,136910.827148,0.01,0.0,1.0,-726.61523
81,-51.4289356266629,300,50.66,0.000339,135274.904766,0.01,0.0,1.0,-725.36346
82,-59.3427889030162,300,50.14,-0.002889,224242.457344,0.01,-0.0,1.0,-987.2171
83,-68.68943190647734,300,49.56,0.003344,291443.947266,0.01,-0.0,1.0,-1189.6685
84,-67.97288149560879,300,49.94,-0.002505,299645.207578,0.01,-0.0,1.0,-1189.4408
85,-57.31442572578935,300,50.01,-0.001324,201137.585098,0.01,0.0,1.0,-930.2742
86,-62.24429375338467,300,49.58,0.001998,235450.167266,0.01,-0.0,1.0,-1038.4856
87,-56.628325210143416,300,49.95,-0.001808,187444.333984,0.01,0.0,1.0,-891.4071
88,-59.437406112406144,300,50.17,-0.000689,199478.471406,0.01,-0.0,1.0,-929.87085
89,-72.82446463469188,300,49.91,0.001748,355532.054883,0.01,0.0,1.0,-1325.1678
90,-62.44015828447647,300,50.11,0.002159,250266.536055,0.01,0.0,1.0,-1074.3718
91,-73.99206782274962,300,50.11,0.000413,346408.527891,0.01,0.0,1.0,-1308.0757
92,-48.66559652468742,300,49.91,0.002319,128134.888438,0.01,0.0,1.0,-696.74585
93,-71.4018883473429,300,49.99,-0.002125,321547.745469,0.01,-0.0,1.0,-1245.778
94,-52.00157636975822,300,49.81,-0.000939,142053.91418,0.01,0.0,1.0,-739.8186
95,-70.26190635963366,300,50.74,0.00452,335942.420117,0.01,0.0,1.0,-1283.385
96,-67.66179952202681,300,50.07,-0.003661,309812.378633,0.01,0.0,1.0,-1210.6808
97,-64.5459654823291,300,49.92,0.003192,240067.326094,0.01,-0.0,1.0,-1053.2091
98,-53.960329989875454,300,50.2,-0.004911,173092.195547,0.01,0.0,1.0,-836.4961
99,-55.489556108874304,300,49.95,-0.002362,175991.507266,0.01,0.0,1.0,-849.10834
100,-69.9812975324339,300,49.99,0.002253,333314.287461,0.01,-0.0,1.0,-1265.301
101,-71.7535144569236,300,49.82,-0.002138,321926.697813,0.01,-0.0,1.0,-1255.6881
102,-62.31029790916155,300,49.73,0.002913,245028.977578,0.01,0.0,1.0,-1060.2433
103,-68.3951875985967,300,50.58,-0.00013,311741.320293,0.01,0.0,1.0,-1221.015
104,-52.85743507334419,300,49.99,-0.001153,141480.525781,0.01,-0.0,1.0,-745.233
105,-70.38838324974691,300,50.3,-0.007656,346222.778438,0.01,0.0,1.0,-1277.0566
106,-58.27503178639543,300,50.17,-0.00075,206911.673906,0.01,0.0,1.0,-937.1916
107,-60.569750241341154,300,50.11,-0.001721,196571.14,0.01,0.0,1.0,-931.1997
108,-50.29426903063268,300,50.5,0.001517,125199.428984,0.01,-0.0,1.0,-692.1025
109,-53.32034741352925,300,50.34,-0.0005,139194.855625,0.01,-0.0,1.0,-738.77966
110,-72.84804837418476,300,50.13,0.00014,334893.596172,0.01,0.0,1.0,-1285.695
111,-50.66768824609734,300,54.87,-0.002916,130865.527813,0.01,-0.0,1.0,-702.4819
112,-63.46932553978011,300,50.19,-0.001045,237597.598438,0.01,0.0,1.0,-1033.0664
113,-70.4518612700431,300,50.7,0.001539,344566.859063,0.01,-0.0,1.0,-1288.6632
114,-58.516171034352844,300,50.55,-0.002007,202463.984063,0.01,-0.0,1.0,-933.8901
115,-61.91071466412378,300,50.8,-0.005163,221435.837891,0.01,-0.0,1.0,-989.3528
116,-58.61029790916156,300,50.64,0.002002,206696.440195,0.01,0.0,1.0,-946.1209
117,-53.14609409950319,300,50.49,-0.005595,150205.431387,0.01,0.0,1.0,-763.51117
118,-59.5694341432978,300,50.36,-0.000639,205830.968594,0.01,-0.0,1.0,-953.9829
119,-69.19376103694286,300,50.42,-0.000385,298552.474297,0.01,0.0,1.0,-1203.0728
120,-67.55065250406157,300,50.51,0.00349,282889.580313,0.01,-0.0,1.0,-1167.2
121,-55.971867862776946,300,50.61,-0.003973,178766.634531,0.01,0.0,1.0,-862.3943
122,-51.47531845259118,300,50.68,-0.004037,137458.459453,0.01,0.0,1.0,-725.6824
123,-69.07847884438793,300,50.72,8.6e-05,331760.250469,0.01,-0.0,1.0,-1260.0331
124,-59.58625444420902,300,50.95,-0.001477,221602.609219,0.01,-0.0,1.0,-983.9505
125,-59.047429716747914,300,50.55,-0.005262,206113.382266,0.01,0.0,1.0,-938.90564
126,-64.2421511148784,300,50.62,-0.004062,249510.068359,0.01,0.0,1.0,-1064.1758
127,-61.07428362882907,300,53.02,-0.004297,211967.745859,0.01,-0.0,1.0,-965.68396
128,-63.397919757010676,300,50.58,-0.000744,265268.1175,0.01,-0.0,1.0,-1101.1973
129,-54.951093393138855,300,50.85,-0.0015,165118.672187,0.01,0.0,1.0,-823.88153
130,-67.67893474370744,300,51.47,-0.002678,281128.418906,0.01,-0.0,1.0,-1141.1722
131,-59.41724147065054,300,50.48,-0.00022,208083.964141,0.01,-0.0,1.0,-959.6231
132,-71.8058598808599,300,50.41,-0.005556,360277.691563,0.01,-0.0,1.0,-1306.9055
133,-70.18992930470203,300,50.29,-0.001536,346322.212969,0.01,0.0,1.0,-1291.7383
134,-69.84289309175672,300,50.8,-0.001025,339264.292812,0.01,0.0,1.0,-1271.516
135,-73.83258723599633,300,55.32,-0.00355,371659.321953,0.01,0.0,1.0,-1353.2386
136,-66.76393509688965,300,71.33,0.004376,273376.051992,0.01,-0.0,1.0,-1135.3123
137,-62.99114984342262,300,67.69,-0.002389,245359.071563,0.01,-0.0,1.0,-1049.1873
138,-64.08245273245272,300,66.62,-0.006268,273619.754844,0.01,0.0,1.0,-1110.3613
139,-56.328143615643626,300,74.3,0.00207,160556.992656,0.01,0.0,1.0,-822.7304
140,-51.430280367780355,300,71.73,-0.003171,131729.217266,0.01,-0.0,1.0,-705.1089
141,-59.81444397353487,300,67.65,-0.002228,209283.975234,0.01,0.0,1.0,-960.2839
142,-72.6643235972781,300,68.39,-0.002131,349230.688906,0.01,-0.0,1.0,-1300.3573
143,-62.39708359821993,300,2719.17,-0.001388,250921.604844,0.01,-0.0,1.0,-1072.5714
144,-70.28659232181958,300,69.76,-0.007833,323889.490781,0.01,0.0,1.0,-1234.2356
145,-68.00388206070026,300,65.49,0.000881,274092.663047,0.01,0.0,1.0,-1150.3832
146,-68.48941012691012,300,69.95,-0.001178,317810.836172,0.01,0.0,1.0,-1223.6019
147,-60.946177391631934,300,70.57,-0.003409,231634.000391,0.01,-0.0,1.0,-1011.9522
148,-60.30070047797321,300,70.66,5.4e-05,227137.157969,0.01,0.0,1.0,-1004.0584
149,-65.27462003484732,300,68.48,0.000154,280319.972734,0.01,0.0,1.0,-1143.3708
150,-55.01683354524266,300,69.04,-0.001731,174924.040156,0.01,0.0,1.0,-845.9099
151,-54.77764268559725,300,70.04,0.000642,173442.546016,0.01,0.0,1.0,-848.9467
152,-66.21319753478842,300,69.71,0.003848,288960.511602,0.01,-0.0,1.0,-1169.7195
153,-65.07773598455418,300,68.91,-0.001788,289196.224453,0.01,0.0,1.0,-1158.1879
154,-53.57138812366086,300,68.96,-0.000462,156959.424687,0.01,0.0,1.0,-795.3348
155,-65.36482305573212,300,68.15,-0.001262,246858.181953,0.01,-0.0,1.0,-1065.6339
156,-70.68111593793414,300,70.08,-0.001341,316504.378125,0.01,-0.0,1.0,-1245.1284
157,-52.36722910927459,300,68.74,-0.001848,136069.30877,0.01,0.0,1.0,-729.9859
158,-64.50315362247176,300,69.15,-0.002987,244689.526094,0.01,0.0,1.0,-1052.1775
159,-48.90061630288904,300,74.01,-0.003858,125517.656367,0.01,-0.0,1.0,-684.77576
160,-68.65477855477853,300,69.06,-0.001136,320587.294063,0.01,0.0,1.0,-1238.6777
161,-59.579387699842265,300,69.58,0.001427,220512.879688,0.01,-0.0,1.0,-983.8203
162,-70.57623702055518,300,69.56,-0.004612,333511.321172,0.01,0.0,1.0,-1262.1246
163,-62.374574415483515,300,69.25,-0.000367,217463.922109,0.01,0.0,1.0,-992.2524
164,-62.06129299992937,300,69.6,0.000117,219129.954375,0.01,-0.0,1.0,-983.39874
165,-51.193984718984744,300,70.49,-0.005153,131593.463125,0.01,-0.0,1.0,-697.383
166,-47.85320601116058,300,69.94,-0.000628,122171.057969,0.01,-0.0,1.0,-673.09314
167,-62.814456923547816,300,68.84,-0.003433,225910.920508,0.01,0.0,1.0,-1004.7307
168,-72.62164859551226,300,70.03,2e-06,337681.805234,0.01,0.0,1.0,-1289.5397
169,-58.57998281180099,300,68.83,0.000604,179852.033477,0.01,-0.0,1.0,-875.94885
170,-58.79387994160722,300,68.8,-0.000581,194874.169102,0.01,0.0,1.0,-921.87164
171,-63.158877822514185,300,68.26,-0.004803,258035.387969,0.01,-0.0,1.0,-1084.076
172,-76.11094835299379,300,69.43,-0.002483,374885.680469,0.01,0.0,1.0,-1367.9023
173,-70.5968390195663,300,68.85,-0.000646,344172.937969,0.01,0.0,1.0,-1292.3413
174,-59.45966953921501,300,69.32,-0.001092,214814.179063,0.01,0.0,1.0,-970.5397
175,-64.96308628240448,300,68.88,-0.00138,258493.821406,0.01,0.0,1.0,-1094.3062
176,-58.310471262743945,300,68.53,-0.00367,205330.970078,0.01,0.0,1.0,-938.0575
177,-66.92143050552143,300,68.56,3.5e-05,289390.847266,0.01,0.0,1.0,-1169.6093
178,-56.400077111440766,300,68.29,-0.001488,198711.559844,0.01,-0.0,1.0,-914.61865
179,-56.05467701490431,300,68.69,-0.00366,194057.26375,0.01,-0.0,1.0,-894.6246
180,-70.3957624025806,300,70.02,-0.003292,343820.153789,0.01,-0.0,1.0,-1276.4735
181,-71.32273404205223,300,69.76,-0.002243,331765.720938,0.01,0.0,1.0,-1273.283
182,-60.48422158649433,300,69.17,0.00266,199936.344961,0.01,0.0,1.0,-949.8719
183,-71.65210938051847,300,71.84,-0.00279,357400.101094,0.01,-0.0,1.0,-1322.5344
184,-63.861699453744926,300,69.12,-0.002606,257520.604063,0.01,0.0,1.0,-1084.2075
185,-60.493249511431316,300,68.24,-0.003862,218450.204844,0.01,-0.0,1.0,-979.4525
186,-59.80667455440182,300,68.72,0.002802,222286.684219,0.01,0.0,1.0,-990.5613
187,-59.830074933484035,300,70.04,-0.001605,214153.452656,0.01,0.0,1.0,-970.7945
188,-61.02223134609498,300,69.27,-0.004945,218997.601875,0.01,0.0,1.0,-973.9652
189,-54.60481799345434,300,67.85,-0.001295,164212.964492,0.01,0.0,1.0,-814.031
190,-51.70668456123,300,68.27,0.000955,135006.455039,0.01,0.0,1.0,-732.3318
191,-64.84262320171412,300,69.54,-0.002444,250377.882031,0.01,-0.0,1.0,-1071.3491
192,-49.28486820418638,300,68.74,-0.003894,120980.318437,0.01,0.0,1.0,-664.83325
193,-58.76069259023804,300,69.03,0.0013,193491.148125,0.01,-0.0,1.0,-920.5047
194,-63.8799881095336,300,67.93,0.002142,241810.416992,0.01,-0.0,1.0,-1054.3953
195,-48.35285488921853,300,69.13,-0.002204,126759.558242,0.01,0.0,1.0,-678.4853
196,-56.02240175649269,300,68.99,0.000801,192594.363281,0.01,0.0,1.0,-904.07153
197,-64.2640133856043,300,68.75,-0.001373,262928.946328,0.01,0.0,1.0,-1105.2225
198,-53.0015022015022,300,68.61,0.001449,148955.228437,0.01,0.0,1.0,-769.588
199,-53.595625838807656,300,68.79,-0.003872,143925.001094,0.01,0.0,1.0,-754.64496
200,-71.09919915942645,300,69.95,-0.004808,324124.590313,0.01,0.0,1.0,-1236.8912
201,-70.57158590567683,300,68.63,-0.000361,303788.618594,0.01,-0.0,1.0,-1211.8381
202,-70.27492465447013,300,68.48,0.002696,307745.842344,0.01,0.0,1.0,-1224.3658
203,-71.23089431612162,300,68.73,-0.001251,326046.196641,0.01,0.0,1.0,-1260.3363
204,-53.79524969979515,300,68.84,-0.008037,146851.383047,0.01,-0.0,1.0,-762.05414
205,-56.67911104047469,300,68.77,0.005026,168211.849336,0.01,-0.0,1.0,-852.0186
206,-70.192945186127,300,68.7,-0.002849,331591.796875,0.01,-0.0,1.0,-1251.037
207,-53.538641367050445,300,69.06,0.000776,167458.943555,0.01,0.0,1.0,-824.6074
208,-60.77442048692051,300,70.39,-0.004352,213415.751875,0.01,-0.0,1.0,-966.92847
209,-65.83401821242731,300,68.16,-0.000885,285955.623672,0.01,0.0,1.0,-1148.9513
210,-56.635702008429284,300,70.13,0.00371,160384.497021,0.01,-0.0,1.0,-820.20996
211,-59.08841032704667,300,69.69,-0.000944,207201.237852,0.01,0.0,1.0,-950.1588
212,-54.091749664476936,300,69.73,-0.000439,173986.627109,0.01,0.0,1.0,-840.2874
213,-55.85482211391304,300,68.64,-0.002331,167867.321641,0.01,0.0,1.0,-829.2183
214,-53.15887752819571,300,69.39,-0.000865,151327.587266,0.01,0.0,1.0,-773.77185
215,-50.39869499187683,300,71.23,0.001263,126159.318594,0.01,-0.0,1.0,-696.661
216,-69.16198611994066,300,70.16,-0.002066,295261.364375,0.01,0.0,1.0,-1192.5262
217,-68.46884609498245,300,68.09,-6.4e-05,330754.67375,0.01,-0.0,1.0,-1242.7563
218,-58.58045901909535,300,69.69,0.001155,185031.206328,0.01,-0.0,1.0,-885.5927
219,-72.90998946339855,300,69.38,0.003008,364779.210625,0.01,-0.0,1.0,-1347.9404
220,-59.32925908266819,300,72.56,0.000812,206718.959531,0.01,0.0,1.0,-947.0205
221,-59.54797656047656,300,70.3,-0.003609,209835.668828,0.01,-0.0,1.0,-952.6873
222,-72.68529496597681,300,68.8,0.001062,332786.140313,0.01,0.0,1.0,-1271.799
223,-74.81672288149556,300,69.4,-0.003229,384342.502188,0.01,0.0,1.0,-1380.8058
224,-64.84446180923455,300,69.58,-0.001276,274155.550938,0.01,0.0,1.0,-1121.3961
225,-74.50456841138663,300,70.05,-0.000504,353382.143594,0.01,0.0,1.0,-1332.3325
226,-54.644567175248994,300,70.03,-0.001626,159378.962285,0.01,0.0,1.0,-805.55853
227,-72.78799062889973,300,68.84,-0.00399,359567.971562,0.01,0.0,1.0,-1324.4089
228,-69.08888300251938,300,69.36,-0.002281,338891.419063,0.01,-0.0,1.0,-1270.4532
229,-69.4646697158061,300,69.45,-0.001197,318511.263203,0.01,-0.0,1.0,-1230.4133
230,-66.33468602104965,300,67.61,0.000904,293030.145469,0.01,-0.0,1.0,-1163.4543
231,-51.8644374985284,300,68.57,-0.000208,143935.282773,0.01,0.0,1.0,-756.3004
232,-59.86209707800619,300,68.13,-0.002472,230689.426875,0.01,-0.0,1.0,-1011.7226
233,-64.38056203056202,300,68.13,0.000409,267092.765,0.01,0.0,1.0,-1108.5856
234,-59.9616423559605,300,69.65,-0.002568,207722.422187,0.01,0.0,1.0,-944.23846
235,-52.639403946222146,300,71.3,0.0003,156437.408203,0.01,0.0,1.0,-789.52563
236,-55.993242153469446,300,67.95,-0.002382,180286.96375,0.01,-0.0,1.0,-872.98773
237,-59.96044094794093,300,68.23,-7e-06,202211.982656,0.01,-0.0,1.0,-944.05804
238,-53.608324798097534,300,68.34,-0.003955,164669.264766,0.01,0.0,1.0,-816.1664
239,-66.06859180381909,300,69.9,-0.000637,285839.151484,0.01,0.0,1.0,-1155.8633
240,-61.33855042264132,300,69.2,-0.003753,242351.213438,0.01,-0.0,1.0,-1033.0751
241,-58.78806450283721,300,68.73,-0.002107,193859.259063,0.01,0.0,1.0,-911.48126
242,-68.14977102022554,300,70.38,-0.000685,301938.88125,0.01,0.0,1.0,-1193.8231
243,-65.03573762096488,300,68.95,0.001441,267183.792891,0.01,0.0,1.0,-1116.5983
244,-52.08608197358197,300,69.93,0.002573,129895.366035,0.01,0.0,1.0,-714.30133
245,-65.99603229262316,300,70.35,0.002031,259307.151797,0.01,0.0,1.0,-1103.8073
246,-65.99953144498599,300,69.86,-0.001766,303597.033242,0.01,0.0,1.0,-1184.3701
247,-63.71481481481482,300,71.17,-0.006651,244780.441094,0.01,0.0,1.0,-1049.5293
248,-61.572319347319365,300,69.15,0.003553,232040.988906,0.01,-0.0,1.0,-1019.8949
249,-70.57875432648157,300,68.79,-0.001346,344241.744688,0.01,0.0,1.0,-1292.1627
250,-56.88492088719365,300,70.36,0.000129,173777.278867,0.01,-0.0,1.0,-848.5409
251,-64.06869687551507,300,68.92,-0.003212,242421.011797,0.01,0.0,1.0,-1049.6686
252,-56.54260642556099,300,69.9,-0.004665,200289.394219,0.01,-0.0,1.0,-918.7923
253,-55.62752113206659,300,69.75,-0.000924,173162.728828,0.01,-0.0,1.0,-842.7529
254,-57.81482835346471,300,69.77,0.002002,193336.794063,0.01,0.0,1.0,-914.35144
255,-62.22412028207486,300,70.26,-0.002466,224664.337344,0.01,0.0,1.0,-987.57886
256,-52.068394021803115,300,69.18,0.001053,153217.023242,0.01,0.0,1.0,-782.54535
257,-60.48861164088437,300,68.43,-0.001002,218475.0475,0.01,0.0,1.0,-979.22424
258,-69.09875326693508,300,68.54,-0.004352,328929.47,0.01,-0.0,1.0,-1250.598
259,-57.47895622895623,300,68.32,-0.000306,175335.118711,0.01,0.0,1.0,-864.5777
260,-74.89183177933177,300,68.53,0.004583,364519.173711,0.01,0.0,1.0,-1363.3354
261,-50.96569894751712,300,69.46,-0.005463,151264.033984,0.01,-0.0,1.0,-762.9684
262,-73.80340585340582,300,69.69,0.001155,373463.199062,0.01,0.0,1.0,-1363.1973
263,-68.42229580184124,300,69.4,-0.002012,302544.341953,0.01,0.0,1.0,-1201.7566
264,-48.613670798898085,300,69.77,-0.002481,128700.201367,0.01,-0.0,1.0,-685.74347
265,-69.55556732829464,300,68.95,0.001226,320149.021562,0.01,0.0,1.0,-1254.2863
266,-64.78015204492478,300,68.8,-0.007476,269945.388906,0.01,0.0,1.0,-1099.1932
267,-71.24614707682889,300,69.44,0.00082,312466.656328,0.01,0.0,1.0,-1231.0004
268,-62.941855619128354,300,69.1,0.002129,236876.639609,0.01,0.0,1.0,-1037.631
269,-55.05725082997812,300,68.31,-0.003244,171363.928047,0.01,0.0,1.0,-836.4725
270,-61.22880642085184,300,69.84,-0.005949,211308.655469,0.01,0.0,1.0,-950.6744
271,-68.37818805773354,300,69.3,2.6e-05,285447.040781,0.01,-0.0,1.0,-1170.24
272,-74.36214328600695,300,68.91,-0.002208,367972.824375,0.01,0.0,1.0,-1347.9667
273,-52.245672929763835,300,70.04,0.001012,131330.60207,0.01,0.0,1.0,-718.4767
274,-52.708946987356086,300,69.49,-0.006986,139487.884219,0.01,0.0,1.0,-730.75244
275,-70.77981092981095,300,68.7,3.1e-05,338544.960781,0.01,-0.0,1.0,-1288.2395
276,-58.191826481599215,300,69.94,-0.003925,191562.967656,0.01,0.0,1.0,-894.593
277,-63.55897641920373,300,66.93,-0.000417,234042.412188,0.01,0.0,1.0,-1035.6606
278,-66.26344152480515,300,69.42,-0.001841,280397.322891,0.01,0.0,1.0,-1140.7098
279,-62.231353158625915,300,68.92,-0.001684,227888.204063,0.01,-0.0,1.0,-1008.1104
280,-61.93858073744438,300,67.84,0.003019,239502.047109,0.01,-0.0,1.0,-1040.2234
281,-66.95140890254532,300,67.8,-0.005944,315350.373594,0.01,0.0,1.0,-1200.6609
282,-65.89731051776505,300,69.14,-0.004165,265160.194844,0.01,0.0,1.0,-1100.6907
283,-60.44423312377856,300,68.95,-0.004358,217826.832383,0.01,-0.0,1.0,-978.3149
284,-57.79442237055874,300,68.76,-0.002643,201631.670547,0.01,0.0,1.0,-923.96594
285,-67.59962356666902,300,67.44,0.003625,283343.341719,0.01,0.0,1.0,-1158.663
286,-53.06248528407623,300,69.19,-0.001685,167508.981875,0.01,-0.0,1.0,-821.1041
287,-75.4294274328365,300,72.72,0.00172,370174.674375,0.01,-0.0,1.0,-1368.3007
288,-63.8809770196134,300,68.75,0.001634,262467.304531,0.01,0.0,1.0,-1105.3733
289,-56.84765545901907,300,69.31,-0.004572,177509.095664,0.01,-0.0,1.0,-857.1889
290,-74.26838401497493,300,68.31,-0.002688,375867.063281,0.01,0.0,1.0,-1355.8983
291,-69.37999723340633,300,68.99,-0.00483,305912.34125,0.01,-0.0,1.0,-1198.8378
292,-65.2124838124838,300,68.54,-0.000364,256180.000469,0.01,0.0,1.0,-1091.4066
