Episode,Reward,Loss,Duration_s,Epsilon
131,31.85981758,0.003904905,50.01,0.519
132,28.60815674,0.002268977,50.24,0.516
133,23.42122595,0.002758596,50.5,0.513
134,33.65499017,0.001736437,50.38,0.511
135,33.03467278,0.001044097,50.49,0.508
136,37.72031622,0.0011274,50.85,0.506
137,34.9084128,0.002147257,50.3,0.503
138,33.6855054,0.002425042,50.46,0.501
139,18.89995585,0.001852839,51.25,0.498
140,40.45691972,0.000430214,53.48,0.496
141,26.6484254,0.003089922,50.75,0.493
142,23.0535327,0.012935739,51.66,0.491
143,36.30771291,0.001812935,51.16,0.488
144,19.16171123,0.000942873,51.09,0.486
145,25.91202644,0.001958275,51.16,0.483
146,36.11242289,0.005174784,51.4,0.481
147,34.95619658,0.002429834,51.44,0.479
148,13.13509424,0.005639039,69.48,0.476
149,36.31100722,0.001970629,69.18,0.474
150,40.01278078,0.001350062,68.47,0.471
151,18.16640237,0.003197352,73.52,0.469
152,32.78006758,0.001229649,77.11,0.467
153,38.16990741,0.001473899,69.72,0.464
154,20.55776442,0.001347849,69.84,0.462
155,33.69965153,0.003176105,2722.83,0.46
156,21.33439935,0.001678692,73.34,0.458
157,36.39194715,0.003718404,68.49,0.455
158,31.71649949,0.000520113,72.98,0.453
159,27.37187581,0.000499613,73.36,0.451
160,34.53310112,0.000881665,73.17,0.448
161,24.46093423,0.001310661,72.49,0.446
162,22.69847631,0.001838462,72.68,0.444
163,34.99373926,0.002586515,73.73,0.442
164,40.20984937,0.002714504,73.5,0.44
165,36.78232264,0.002605235,72.38,0.437
166,35.09825793,0.000943074,72.83,0.435
167,35.83891449,0.000600807,72.27,0.433
168,37.96679116,0.000830848,73.69,0.431
169,24.75911387,0.000619378,72.54,0.429
170,34.73908226,0.000866752,79.01,0.427
171,25.04502366,0.002384828,74.07,0.424
172,39.46311365,0.000461063,72.72,0.422
173,32.68201832,0.002891809,71.98,0.42
174,37.50999152,0.001848911,73.63,0.418
175,34.20637258,0.000861491,73.36,0.416
176,37.25517677,0.0021522,74.54,0.414
177,28.65446393,0.001855978,74.12,0.412
178,21.38066033,0.017512729,73.24,0.41
179,36.31204381,0.007609089,74.04,0.408
180,36.45714046,0.001554817,72.58,0.406
181,37.34654912,0.003417017,72.4,0.404
182,38.61513798,0.001319597,72.08,0.402
183,36.11122766,0.001145365,72.96,0.4
184,18.06490429,0.005435199,72.66,0.398
185,15.16837489,0.001781931,73.14,0.396
186,34.44835947,0.001586156,73,0.394
187,40.10045266,0.001133471,72.17,0.392
188,37.09793683,0.000995176,72.64,0.39
189,28.70414812,0.000266982,72.53,0.388
190,37.55941407,0.003378173,74.25,0.386
191,38.34394499,0.002637895,72.67,0.384
192,38.4849565,0.002129563,73.61,0.382
193,37.29580832,0.002037702,77,0.38
194,34.24488004,0.000236834,72.34,0.378
195,27.62248917,0.002180651,72.41,0.376
196,36.79367245,0.004525583,72.99,0.374
197,40.74471875,0.000856814,73.42,0.373
198,36.41985767,0.001658758,73.8,0.371
199,34.87320142,0.004473931,71.18,0.369
200,28.79347996,0.000369083,72.95,0.367
201,33.65613154,0.00091097,73.55,0.365
202,36.49059152,0.001032419,72.6,0.363
203,19.63271232,0.000769656,73.94,0.361
204,31.43158802,0.000490584,72.69,0.36
205,35.69541334,0.001802999,72.85,0.358
206,20.5234613,0.001408264,73.56,0.356
207,37.77213157,0.000678148,72.17,0.354
208,29.93194121,0.001957499,73.08,0.353
209,42.32179811,0.000363736,74.06,0.351
210,27.69567734,0.000955417,72.89,0.349
211,30.56189812,0.001625887,72.87,0.347
212,30.03874291,0.000458875,72.62,0.346
213,37.8812631,0.00079045,73.04,0.344
214,35.04132849,0.000450145,73.01,0.342
215,38.70574686,0.001946197,72.61,0.34
216,29.84143886,0.000649902,74.01,0.339
217,40.42799999,0.00081484,73.7,0.337
218,29.78840356,0.000493351,73.17,0.335
219,37.24852458,0.001735457,74.56,0.334
220,25.95827359,0.002054437,74.25,0.332
221,36.15175973,0.001715986,73.45,0.33
222,27.85829684,0.000940321,73.76,0.329
223,30.75981022,0.001477128,75.38,0.327
224,38.34191272,0.000534871,74.38,0.325
225,34.54668627,0.000346197,72.94,0.324
226,28.40918215,0.000366716,73.64,0.322
227,32.2590085,0.0016758,73.65,0.321
228,23.38234325,0.001048887,77.22,0.319
229,37.90356773,0.000692353,73.78,0.317
230,31.00284694,0.000899422,73.74,0.316
231,24.54057975,0.000332587,73.96,0.314
232,33.28845595,0.000823835,74.21,0.313
233,35.26772827,0.000332036,74.05,0.311
234,28.03100292,0.000764559,74.21,0.309
235,40.13171134,0.000847436,73.08,0.308
236,36.35677551,0.000363402,73.82,0.306
237,32.67516776,0.00035898,72.94,0.305
238,36.10340674,0.001613642,73.04,0.303
239,35.361557,0.000484948,72.73,0.302
240,43.05328548,0.000812824,72.45,0.3
241,22.64655883,0.000708071,74.05,0.299
242,38.12951426,0.002510843,77.02,0.297
243,39.73476078,0.00052315,71.81,0.296
244,21.7085735,0.000335322,72.61,0.294
245,31.68641514,0.002197654,73.06,0.293
246,40.4258029,0.000448694,74.56,0.291
247,25.96055662,0.000328592,73.23,0.29
248,34.80540575,0.002531517,74.6,0.288
249,20.42997339,0.000651672,75.04,0.287
250,37.7723376,0.002101789,73.29,0.286
251,37.42479721,0.000418412,76.17,0.284
252,39.96594205,0.001300254,73.46,0.283
253,28.20067723,0.00110291,75.86,0.281
254,42.21719232,0.001308712,74.17,0.28
255,37.71810971,0.000891043,73.26,0.279
256,36.49843158,0.000575067,74.66,0.277
257,35.29828,0.006617155,73.62,0.276
258,27.32822661,0.001409759,73.98,0.274
259,41.64689465,0.003512389,74.49,0.273
260,37.40334611,0.000321422,73.78,0.272
261,29.46055426,0.000379281,75.13,0.27
262,24.73720097,0.000451024,73.54,0.269
263,22.26710697,0.000381293,74.06,0.268
264,36.30081968,0.000530246,73.43,0.266
265,38.64794183,0.002920405,72.54,0.265
266,37.0659706,0.000454997,74.18,0.264
267,32.55641791,0.00063717,74.53,0.262
268,32.53605902,0.000302342,74.25,0.261
269,35.59245779,0.00053999,74.52,0.26
270,38.79611912,0.000364609,74.07,0.258
271,28.89936162,0.000967745,73.05,0.257
272,31.34328924,0.005008197,74.03,0.256
273,29.2393598,0.000474907,73.29,0.255
274,27.01340503,0.000688598,73.56,0.253
275,26.03503037,0.000588352,74.83,0.252
276,24.35952562,0.000505536,74.53,0.251
277,39.65968013,0.000308776,73.41,0.249
278,41.4931518,0.001732179,74.96,0.248
279,23.64284129,0.001708356,73.98,0.247
280,35.21662635,0.000476524,73.98,0.246
281,22.18200095,0.002061467,72.51,0.245
282,39.5645823,0.000670872,73.68,0.243
283,29.29601728,0.000591959,74.05,0.242
284,40.92590179,0.000533912,72.81,0.241
285,38.25080378,0.001592281,72.3,0.24
286,37.61658279,0.000335475,73.55,0.238
287,40.23878235,0.000125897,73.03,0.237
288,24.33328359,0.002271853,73.64,0.236
289,29.67643068,0.000167875,72.87,0.235
290,38.5953065,0.001231882,72.5,0.234
291,17.96344005,0.001691642,78.22,0.233
292,36.04070631,0.000455013,73.9,0.231
293,38.82733277,0.000255336,73.76,0.23
294,29.70005092,0.00040063,73.62,0.229
295,43.04777937,0.001730763,72.29,0.228
296,32.61256151,0.000629924,72.89,0.227
297,35.96223011,0.000386838,73.33,0.226
298,39.57279968,0.002432886,73.65,0.225
299,40.47692837,0.001910893,73.53,0.223
300,41.53797062,0.00215332,73.04,0.222
301,40.9279735,0.000575258,72.18,0.221
302,37.89657502,0.000586287,74.42,0.22
303,40.43462951,0.000354923,72.7,0.219
304,31.49679163,0.001814321,73.2,0.218
305,26.88796149,0.000457648,73.7,0.217
306,37.5188564,0.000555171,73.42,0.216
307,26.47889972,0.006209238,73.93,0.215
308,29.03987574,0.000661688,74.14,0.214
309,24.45699536,0.000651851,74.43,0.212
310,34.52530697,0.00025159,74.08,0.211
311,41.76906212,0.000336919,74.11,0.21
312,41.00487097,0.000496317,73.48,0.209
313,31.28044342,0.000368793,72.96,0.208
314,20.75567122,0.001755536,75.21,0.207
315,31.16953215,0.000478898,72.53,0.206
316,38.35405571,0.000262008,72.47,0.205
317,40.82992483,0.000404354,74.25,0.204
318,27.84000789,0.000752126,74.57,0.203
319,40.68912022,0.000470076,73.87,0.202
320,35.05338201,0.000409221,74.03,0.201
321,40.6444621,0.000672222,73.51,0.2
322,39.11526336,0.000253162,73.47,0.199
323,24.98864196,0.001423331,74.15,0.198
324,39.45739093,0.001870285,74.07,0.197
325,33.66475154,0.000405652,74.56,0.196
326,39.33525494,0.000888377,73.93,0.195
327,40.57762032,0.000535562,73.23,0.194
328,38.94718661,0.000303414,74.68,0.193
329,23.66053719,0.000259619,73.4,0.192
330,29.1894478,0.000401786,74.39,0.191
331,36.46068052,0.00068898,74.16,0.19
332,22.65441595,0.002841329,75.68,0.189
333,43.77979209,0.000367281,74.85,0.188
334,18.86694244,0.000482654,74.8,0.187
335,40.59894399,0.004710719,74.94,0.187
336,27.20066781,0.00039643,75.95,0.186
337,41.37779573,0.000241591,74.17,0.185
338,26.89590073,0.000566448,75.07,0.184
339,34.14838125,0.000296171,74.65,0.183
340,19.48998581,0.005346733,79.83,0.182
341,32.15829831,0.00031376,74.13,0.181
342,38.7646185,0.005802435,74.08,0.18
343,37.79052295,0.000502073,74.58,0.179
344,31.52578877,0.000393264,72.42,0.178
345,31.95653181,0.002623913,78.06,0.177
346,28.43074657,0.001380535,75.68,0.177
347,42.24163988,0.000266988,78,0.176
348,27.7852726,0.00069436,74.71,0.175
349,46.04758835,0.001772899,77.83,0.174
350,38.30355978,0.006154278,76.24,0.173
351,23.18733047,0.002223456,79.64,0.172
352,35.50512821,0.000653339,75.37,0.171
353,28.50930046,0.000344447,76.29,0.17
354,38.37298215,0.001075871,76.42,0.17
355,33.53328536,0.000403889,95.01,0.169
356,32.41697835,0.000398966,92.22,0.168
357,28.79545013,0.000278695,133.33,0.167
358,24.35662481,0.000356136,140.62,0.166
359,34.83020826,0.000326664,139.91,0.165
360,21.68568082,0.000164712,140.2,0.165
361,29.18033923,0.001608865,139.73,0.164
362,41.12446316,0.002689915,138.97,0.163
363,27.95520178,0.001127454,148.98,0.162
364,43.70787567,0.000293081,139.1,0.161
365,25.99588925,0.013586736,142.86,0.16
366,43.640427,0.000287703,141.6,0.16
367,44.41842522,0.00096961,149.22,0.159
368,34.65286136,0.000175546,144.62,0.158
369,32.61641385,0.000249328,143.07,0.157
370,33.79599845,0.000636852,144.71,0.157
371,24.79224942,0.003961015,142.78,0.156
372,44.47251978,0.00025521,140.89,0.155
373,25.64935868,0.000285838,167.23,0.154
374,27.34379694,0.000599717,111.26,0.153
375,41.64724547,0.000425855,139.92,0.153
376,27.80014157,0.00023602,141.09,0.152
377,29.40579484,0.000615067,141.46,0.151
378,26.96431712,0.000424157,139.33,0.15
379,27.49130259,0.000446656,141.68,0.15
380,20.06393421,0.000383993,140.24,0.149
381,35.8670481,0.000314985,137.42,0.148
382,26.31884345,0.001451354,138.63,0.147
383,30.31274399,0.000381946,140.82,0.147
384,28.67796938,0.000153038,154.46,0.146
385,34.86761202,0.000168611,139.8,0.145
386,32.23983512,0.000515052,156.44,0.144
387,28.48557163,0.000645528,143.97,0.144
388,43.10998211,0.000271155,136.51,0.143
389,32.04097914,0.000257392,147.37,0.142
390,32.96439571,0.005503591,142.23,0.142
391,21.13566139,0.000290517,139.54,0.141
392,38.85630165,0.000186275,139.63,0.14
393,41.40616097,0.00026954,150.59,0.139
394,24.69540628,0.000281262,150.06,0.139
395,38.73789733,0.001855419,145.94,0.138
396,29.575435,0.000779152,143.94,0.137
397,27.05425408,0.001300622,139.13,0.137
398,33.63512926,0.000133984,157.12,0.136
399,33.90246786,0.000959285,146.11,0.135
400,41.58664059,0.000308689,153.66,0.135
401,30.84954646,0.001213953,135.21,0.134
402,44.53088608,0.0246142,141.25,0.133
403,44.43773869,0.000482381,140.14,0.133
404,42.73163188,0.003338524,142.46,0.132
405,45.42056079,0.000278386,142.69,0.131
406,32.72504444,0.000331192,140.7,0.131
407,22.91948712,0.000266136,162.06,0.13
408,45.69155218,0.000458437,159.21,0.129
409,38.2173124,0.00580077,170.97,0.129
410,41.0947314,0.000335116,137.1,0.128
411,27.24426403,0.000316967,139.03,0.127
412,25.4198303,0.000401526,140.47,0.127
413,42.52828842,0.000215839,138.84,0.126
414,28.55457459,0.000836659,114.94,0.126
415,36.92017229,0.004190239,78.7,0.125
416,40.07289091,0.00024709,79.09,0.124
417,28.82064732,0.002192865,79.07,0.124
418,32.59898284,0.000153447,84.71,0.123
419,39.23508688,0.000293847,83.98,0.122
420,37.36902004,0.002725255,84.03,0.122
421,29.86987474,0.021626106,88.45,0.121
422,29.57380654,0.000117385,85.3,0.121
423,27.82476572,0.000411912,83.48,0.12
424,46.16072232,0.00034869,86.56,0.119
425,45.59333457,0.001625691,86.89,0.119
426,32.76649361,0.000330771,86.43,0.118
427,41.59922889,0.00172427,83.99,0.118
428,46.04288102,0.001270852,83.89,0.117
429,27.79852046,0.00033577,90.65,0.116
430,42.81430241,0.00078406,85.66,0.116
431,40.15146747,0.000209625,82.9,0.115
432,38.44793153,0.000175506,79.85,0.115
433,27.44639166,0.000322521,87.26,0.114
434,33.54681341,0.00043457,86.45,0.114
435,40.46331173,0.000272396,82.4,0.113
436,40.04287808,0.0004239,85.89,0.112
437,42.76187928,0.000181792,89.55,0.112
438,27.66296944,0.000154888,89.15,0.111
439,37.87580349,0.000175025,83.41,0.111
440,26.09611529,0.000302385,85.34,0.11
441,33.72454351,0.000139104,96.2,0.11
442,32.96635351,0.000390757,86.23,0.109
443,29.97462003,0.000312123,81.62,0.109
444,26.88688017,0.001315479,78.69,0.108
445,34.46522451,0.000349323,80.71,0.107
446,31.3340497,0.000782541,78.91,0.107
447,36.64174613,0.000938426,85.35,0.106
448,41.49664595,0.000340214,82.96,0.106
449,26.73421805,0.002921446,79.67,0.105
450,28.99027542,0.000253775,81.21,0.105
451,44.07386099,0.000494471,81.07,0.104
452,35.48426309,0.000275438,88.36,0.104
453,38.48102382,0.000303073,84.94,0.103
454,37.41789662,0.000372973,83.75,0.103
455,29.40550846,0.000226573,79.2,0.102
456,30.57344688,0.000317488,83.61,0.102
457,29.65556998,0.000505087,79.74,0.101
458,41.56731858,0.000207936,78.21,0.101
459,24.6145723,0.000205254,89.83,0.1
460,44.88802742,0.012296178,84.97,0.1
461,33.31836253,0.000177583,84.71,0.099
462,26.40847137,0.000623558,86.01,0.099
463,46.27116945,0.000233329,81.61,0.098
464,37.70384586,0.002071923,84.22,0.098
465,42.32171158,0.000419862,81.96,0.097
466,26.25506493,0.000335265,78.92,0.097
467,44.63850186,0.000327124,80.24,0.096
468,33.63843652,0.000992664,80.38,0.096
469,38.19780821,0.000261566,81.12,0.095
470,43.47300099,0.001431463,89.37,0.095
471,33.61871983,0.002958819,86.5,0.094
472,44.8584281,0.000296668,92.42,0.094
473,43.70095477,0.00021298,81.94,0.093
474,26.24044672,0.001232708,83.22,0.093
475,34.90366309,0.000313618,84.8,0.092
476,34.65825946,0.001294032,81.05,0.092
477,35.80196281,0.000179615,77.73,0.092
478,23.76984442,0.000627444,79.96,0.091
479,41.91343829,0.001487893,81.44,0.091
480,41.34501395,0.000168487,86.61,0.09
481,45.90149455,0.0004203,56.46,0.09
482,28.10985761,0.000521461,46.32,0.089
483,31.52049516,0.00069689,47.36,0.089
484,29.23686309,0.003165072,47.06,0.088
485,28.74407507,0.002036464,46.74,0.088
486,22.92703374,0.000413867,51.98,0.088
487,44.69318859,0.000306712,54.3,0.087
488,44.08855366,0.000457489,53.81,0.087
489,24.99464075,0.000309439,54.76,0.086
490,41.83353553,0.022443043,53.9,0.086
491,31.45274187,0.000916132,53.79,0.085
492,28.9898054,0.000136224,54.12,0.085
493,42.88152828,0.000223082,53.83,0.084
494,43.57767535,0.001336595,53.52,0.084
495,28.77111588,0.004445079,54.18,0.084
496,34.4119405,0.000228015,54.68,0.083
497,42.34660621,0.000238497,53.7,0.083
498,41.78774752,0.000229098,53.97,0.082
499,29.88026447,0.000327991,54.1,0.082
500,34.25037408,0.000294344,53.81,0.082
501,42.12826399,0.000256003,53.91,0.081
502,27.89322449,0.00107356,54.2,0.081
503,40.60469497,0.000189146,53.82,0.08
504,40.40142244,0.000294577,53.83,0.08
505,34.98233824,0.000644638,53.83,0.08
506,42.19656589,0.000393532,53.76,0.079
507,39.15656065,0.000318214,54.05,0.079
508,39.12316316,0.000285571,53.85,0.078
509,35.02510654,0.000358874,54.13,0.078
510,43.28762803,0.00040151,53.76,0.078
511,43.66863065,0.000352207,53.74,0.077
512,25.24218614,0.000250327,54.72,0.077
513,44.81873749,0.000514954,53.84,0.076
514,39.9225704,0.000171705,54.01,0.076
515,36.75762815,0.002431762,54.33,0.076
516,42.23295042,0.000260369,53.77,0.075
517,40.57944656,0.000426618,54.74,0.075
518,29.95824209,0.000182056,53.82,0.075
519,28.586205,0.000221267,54.23,0.074
520,31.23377246,0.000256477,54.74,0.074
521,45.87213157,0.000325265,54.71,0.073
522,36.26477449,0.000299976,54.09,0.073
523,45.54678457,0.000388126,53.87,0.073
524,46.06435215,0.019132443,53.58,0.072
525,41.51587907,0.000502705,53.53,0.072
526,23.30558116,0.000229648,54.37,0.072
527,45.2391782,0.000105325,53.66,0.071
528,32.91422059,0.000240093,54.39,0.071
529,40.28281975,0.000445576,54.04,0.071
530,23.79009942,0.000225095,54.1,0.07
531,24.76845995,0.002740835,54.24,0.07
532,41.65824092,0.000613088,53.44,0.069
533,39.21069671,0.01417084,53.49,0.069
534,32.5215603,0.00024413,58.9,0.069
535,27.05522916,0.000210453,53.92,0.068
536,41.24623007,0.000276049,53.68,0.068
537,32.30355478,0.000231486,53.96,0.068
538,29.70879482,0.001044531,53.94,0.067
539,34.02006222,0.00127922,53.65,0.067
540,20.8869199,0.000324828,53.92,0.067
541,42.98900014,0.006488996,53.66,0.066
542,31.6628523,0.000198982,53.72,0.066
543,27.92751201,0.000123572,54.13,0.066
544,30.92883379,0.000477488,53.64,0.065
545,41.87640096,0.000593396,54.24,0.065
546,45.2855781,0.000154198,54.26,0.065
547,34.0448818,0.000573012,54.11,0.064
548,25.85001648,0.000551809,54.45,0.064
549,41.95661599,0.000322063,53.63,0.064
550,36.73605902,0.000670051,53.73,0.063
551,38.34683637,0.000337818,53.92,0.063
552,43.00626722,0.000258373,53.65,0.063
553,23.64360417,0.000531521,54.03,0.063
554,24.30398684,0.000251453,54.85,0.062
555,30.54045143,0.000379375,53.67,0.062
556,45.7187887,0.030683674,53.66,0.062
557,28.33431165,0.013966816,53.81,0.061
558,28.84407802,0.000830378,54.14,0.061
559,39.93160627,0.000468853,53.75,0.061
560,41.04827471,0.00028835,53.73,0.06
561,42.0421105,0.001099611,53.88,0.06
562,41.57625026,0.000808879,53.96,0.06
563,40.09354,0.001070057,54.12,0.059
564,19.80087265,0.00028496,54.02,0.059
565,40.47872136,0.014498202,53.64,0.059
566,26.87623319,0.000175888,54.01,0.059
567,27.15986173,0.001349914,54,0.058
568,30.3939856,0.00172708,53.88,0.058
569,44.14320831,0.000351166,53.47,0.058
570,33.40200637,0.000662781,54.16,0.057
571,22.67399431,0.000422084,54.55,0.057
572,41.75720904,0.000292209,53.53,0.057
573,39.93254073,0.000282968,54.12,0.057
574,27.5068379,0.013988162,53.63,0.056
575,31.69060889,0.000128853,53.97,0.056
576,24.51631348,0.001675641,54,0.056
577,22.65704775,0.000381364,54.36,0.055
578,36.89038668,0.000238747,53.46,0.055
579,36.03415654,0.000554052,54.17,0.055
580,37.55647059,0.00026707,53.44,0.055
581,44.50898407,0.000390099,54.13,0.054
582,43.94151598,0.000353216,53.87,0.054
583,25.20960361,0.000553795,54.24,0.054
584,37.31510236,0.00030446,53.58,0.054
585,43.59920034,0.001678334,53.75,0.053
586,32.00010419,0.000714464,54.14,0.053
587,39.57593829,0.00016416,53.68,0.053
588,27.20622719,0.000666378,53.79,0.052
589,28.62641449,0.000431636,53.42,0.052
590,40.20245373,0.010249054,53.57,0.052
591,39.43647312,0.000640095,53.54,0.052
592,35.27807298,0.001600352,53.62,0.051
593,21.65853906,0.000357174,54.22,0.051
594,22.91224277,0.000115037,53.75,0.051
595,36.66371465,0.000262897,53.79,0.051
596,25.88383191,0.000719286,54.19,0.05
597,37.73663176,0.000504245,53.37,0.05
598,34.54595989,0.000560782,53.84,0.05
599,33.09713952,0.000288387,53.48,0.05
600,32.16857002,0.000343338,58.45,0.05
601,41.31543877,0.00065136,53.65,0.05
602,41.34326187,0.000519332,53.85,0.05
603,35.8839826,0.000220413,53.62,0.05
604,34.55332786,0.000633899,53.6,0.05
605,44.39224559,0.00028774,53.63,0.05
606,38.75095447,0.000353237,54.2,0.05
607,36.29648554,0.001771262,53.61,0.05
608,42.87902098,0.001140881,53.9,0.05
609,18.94300758,0.00025898,54.03,0.05
610,22.29286248,0.00033123,53.78,0.05
611,-9.821363107,0.000477893,54.02,0.05
612,46.31566863,0.001815789,53.97,0.05
613,43.45711956,0.000431591,53.36,0.05
614,22.35281133,0.001296307,53.84,0.05
615,28.94069453,0.000107592,54.21,0.05
616,37.28889065,0.000383263,53.61,0.05
617,37.60364602,0.000705829,53.5,0.05
618,32.53404558,0.000453008,53.64,0.05
619,29.53145735,0.000581146,53.8,0.05
620,19.31828512,0.009725085,54.17,0.05
621,42.00426438,0.004413052,53.58,0.05
622,40.00723641,0.000270497,53.9,0.05
623,42.32346866,0.000531916,53.23,0.05
624,34.13095701,0.000907617,53.16,0.05
625,33.39250606,0.000146959,47.27,0.05
626,31.43563019,0.001235202,48.78,0.05
627,23.25386028,0.000205576,48.9,0.05
628,20.31976967,0.000336377,48.94,0.05
629,43.2666911,0.000748233,59.66,0.05
630,28.18925061,0.000296972,140.82,0.05
631,40.07372796,0.000143873,81.13,0.05
632,36.26232459,0.000811249,147.11,0.05
633,28.59712186,0.000344251,146.92,0.05
634,42.46088095,0.000747003,146.15,0.05
635,35.40508082,0.000220085,143.62,0.05
