Episode,TotalReward,AvgReturn,ActorLoss,CriticLoss,Entropy,IllegalActions,Duration_s
94,-22.95,-8.57,5.547678470611572,12.72053050994873,1.8573660850524902,0,3.66
95,-35.86,-12.2,-3.7372517585754395,9.586688995361328,1.854559302330017,0,4.01
96,-37.53,-12.56,-6.6747355461120605,18.60015106201172,1.874782681465149,0,4.15
97,-24.78,-9.12,2.6225311756134033,4.734772205352783,1.8641915321350098,0,3.68
98,-35.55,-12.16,-7.255331993103027,21.326936721801758,1.868588924407959,0,3.04
99,-34.63,-11.88,-5.460794448852539,12.849371910095215,1.8710384368896484,0,1.39
100,-24.86,-9.19,3.158047676086426,8.677420616149902,1.8564343452453613,0,1.35
101,-15.47,-6.48,10.384902000427246,51.185916900634766,1.8412216901779175,0,1.21
102,-23.64,-8.76,5.862996578216553,16.97740364074707,1.8516508340835571,0,1.5
103,-30.85,-10.74,-3.6421597003936768,7.266973495483398,1.8654325008392334,0,1.13
104,-32.05,-11.19,-6.068264961242676,16.552249908447266,1.85053551197052,0,1.39
105,-27.68,-9.93,3.504507303237915,7.593194961547852,1.8358553647994995,0,1.32
106,-35.26,-11.83,0.8203093409538269,7.660586833953857,1.8309502601623535,0,1.47
107,-33.79,-11.63,2.6078388690948486,14.833763122558594,1.786220669746399,0,1.17
108,-21.73,-8.15,6.87889289855957,19.190813064575195,1.835982084274292,0,2.64
109,-15.96,-6.65,9.155386924743652,30.14756202697754,1.8449946641921997,0,3.45
110,-13.14,-5.89,9.102710723876953,25.53144645690918,1.8379567861557007,0,3.47
111,-16.02,-6.5,5.6474151611328125,13.086491584777832,1.8458890914916992,0,3.61
112,-32.73,-11.19,-3.0794711112976074,9.880401611328125,1.857865810394287,0,3.86
113,-20.33,-7.86,3.102715015411377,4.719386100769043,1.8418900966644287,0,3.81
114,-13.91,-5.87,6.791319370269775,16.963945388793945,1.8401955366134644,0,3.62
115,-12.57,-5.6,6.0890021324157715,13.029579162597656,1.8290820121765137,0,3.5
116,-18.62,-7.26,-0.25003576278686523,2.4189696311950684,1.8402304649353027,0,4.32
117,-29.6,-10.42,-2.5637831687927246,8.575545310974121,1.8006004095077515,0,4.13
118,-28.79,-10.11,-6.325350284576416,15.329668045043945,1.8412624597549438,0,4.18
119,-21.14,-7.83,-1.4480763673782349,2.1904733180999756,1.8383095264434814,0,3.98
120,-23.87,-8.64,-2.0814929008483887,3.1764028072357178,1.8340137004852295,0,4.07
121,-14.57,-6.16,3.331264019012451,4.599218368530273,1.8213261365890503,0,3.44
122,-14.56,-6.16,0.31582173705101013,1.5333009958267212,1.826741099357605,0,3.97
123,-31.51,-11.0,-6.624400615692139,19.08005142211914,1.8299189805984497,0,4.16
124,-21.45,-7.84,-0.4304739832878113,3.0649542808532715,1.822282314300537,0,3.74
125,-26.99,-9.68,-4.883913040161133,9.101506233215332,1.8103079795837402,0,4.37
126,-27.36,-9.46,-5.937135696411133,17.053613662719727,1.825108289718628,0,4.18
127,-6.61,-3.8,6.227160453796387,17.22032356262207,1.818986415863037,0,2.72
128,-15.44,-6.53,0.9209985733032227,4.201495170593262,1.814995288848877,0,1.23
129,-38.65,-12.89,-16.291929244995117,92.03295135498047,1.8314752578735352,0,1.44
130,-11.68,-5.45,0.591681182384491,3.348067283630371,1.812934160232544,0,1.24
131,-21.86,-7.91,0.1256525218486786,7.8789215087890625,1.822988510131836,0,1.27
132,-25.58,-9.07,-4.649228096008301,12.456348419189453,1.8072866201400757,0,1.28
133,-24.01,-8.72,-0.4915093183517456,3.9008829593658447,1.7967031002044678,0,1.15
134,-14.45,-6.11,2.3402605056762695,3.003774881362915,1.8113982677459717,0,1.21
135,-13.12,-5.83,5.436476707458496,11.045181274414062,1.7908451557159424,0,1.01
136,-23.79,-8.64,-1.8941625356674194,2.867196559906006,1.8107057809829712,0,1.43
137,-18.49,-7.43,2.2060770988464355,3.8218066692352295,1.7788232564926147,0,0.96
138,-0.8,-2.26,8.57613468170166,27.009662628173828,1.79364013671875,0,0.92
139,-20.64,-7.78,-1.5047237873077393,3.9519479274749756,1.7949851751327515,0,1.01
140,-25.28,-9.05,-5.41598653793335,14.563541412353516,1.7980505228042603,0,1.23
141,-23.07,-8.52,-0.9358920454978943,2.2139031887054443,1.7888166904449463,0,1.13
142,-22.2,-8.14,-0.9705665111541748,6.110698223114014,1.793223261833191,0,1.35
143,-20.98,-8.11,-0.699479341506958,3.974768877029419,1.7888226509094238,0,1.46
144,-9.39,-4.72,6.392532825469971,13.807130813598633,1.7836952209472656,0,1.34
145,-26.65,-9.54,-4.627371788024902,10.728508949279785,1.8009718656539917,0,1.53
146,4.92,-0.71,10.76545524597168,40.42862319946289,1.7880136966705322,0,1.39
147,4.6,-0.74,12.670975685119629,53.36142349243164,1.7819335460662842,0,1.29
148,-10.13,-4.76,4.608516693115234,10.35852336883545,1.7874658107757568,0,1.17
149,-11.82,-5.71,3.8480329513549805,9.102248191833496,1.7630764245986938,0,1.06
150,-9.33,-4.86,4.351994514465332,7.4148640632629395,1.7734593152999878,0,1.21
151,-11.68,-5.55,3.1534945964813232,5.309327602386475,1.7764052152633667,0,1.09
152,0.92,-2.06,6.731489181518555,15.939563751220703,1.7668617963790894,0,0.97
153,6.6,-0.27,6.424688339233398,14.575340270996094,1.7613661289215088,0,1.07
154,-18.75,-7.33,-1.9418467283248901,3.652308702468872,1.7764414548873901,0,1.49
155,-3.97,-3.44,-0.7880232334136963,3.081613063812256,1.7589267492294312,0,1.15
156,-8.59,-4.59,0.6797386407852173,4.541416645050049,1.750126600265503,0,1.14
157,-6.0,-3.86,1.506584644317627,2.157581090927124,1.7634024620056152,0,1.11
158,1.27,-1.84,3.845242500305176,8.20378303527832,1.7444549798965454,0,1.05
159,8.02,0.21,7.838085174560547,20.495223999023438,1.7330782413482666,0,1.1
160,-13.07,-5.98,-3.689457416534424,6.883042812347412,1.744688868522644,0,1.18
161,17.43,2.65,7.286591529846191,21.28737449645996,1.6688820123672485,0,1.11
162,11.01,0.93,3.9913837909698486,7.233386993408203,1.6752588748931885,0,1.03
163,-12.67,-5.71,-4.083858966827393,8.710554122924805,1.7121120691299438,0,1.42
164,10.93,0.87,3.364873170852661,8.976541519165039,1.6602809429168701,0,1.29
165,-13.37,-6.08,-5.264380931854248,12.166159629821777,1.697356939315796,0,1.13
166,15.55,2.29,3.575984239578247,6.584137439727783,1.627406358718872,0,0.95
167,13.76,1.56,2.7881784439086914,5.189913272857666,1.5980219841003418,0,0.97
168,21.94,4.09,4.208192348480225,10.349026679992676,1.5780647993087769,0,1.09
169,5.07,-0.66,0.16087867319583893,2.8888022899627686,1.6359180212020874,0,3.28
170,16.27,2.47,3.1015470027923584,5.214773178100586,1.5773130655288696,0,1.03
171,20.04,3.15,1.3982232809066772,7.212306499481201,1.459768295288086,0,1.0
172,24.96,4.87,3.786832571029663,8.33640193939209,1.494959831237793,0,1.05
173,10.73,0.9,-2.1673200130462646,4.839361190795898,1.5286945104599,0,1.04
174,23.47,4.31,1.8031567335128784,3.631304979324341,1.4482636451721191,0,0.93
175,4.01,-1.0,-4.561727046966553,13.917685508728027,1.5089733600616455,0,1.09
176,-1.18,-2.32,-5.015629768371582,15.652023315429688,1.5773506164550781,0,1.26
177,0.7,-1.94,-7.056390285491943,20.001249313354492,1.568929672241211,0,1.33
178,5.36,-0.6,-3.52563214302063,5.627312660217285,1.6053227186203003,0,1.11
179,9.32,0.4,-4.492547988891602,9.315596580505371,1.4946074485778809,0,1.1
180,10.49,0.74,-3.8145055770874023,7.769890308380127,1.535040020942688,0,1.03
181,17.22,2.75,2.580786943435669,4.606346607208252,1.5274654626846313,0,1.49
182,14.24,1.88,0.5394337773323059,1.882167100906372,1.4505795240402222,0,1.19
183,16.55,2.43,-0.6925934553146362,1.599306583404541,1.427655816078186,0,1.03
184,31.65,6.8,3.8940534591674805,12.217748641967773,1.3273632526397705,0,0.94
185,13.44,1.6,-1.1392648220062256,2.0839240550994873,1.3917126655578613,0,1.22
186,11.9,1.24,-0.25019320845603943,3.124298572540283,1.3021581172943115,0,1.48
187,18.52,2.99,0.5844032168388367,1.6312410831451416,1.3114943504333496,0,1.11
188,27.16,5.48,2.548041343688965,7.440835952758789,1.1189695596694946,0,1.14
189,30.34,6.41,3.5508954524993896,11.5753812789917,1.205308198928833,0,0.98
190,24.95,4.8,1.9946669340133667,5.418713569641113,1.1760120391845703,0,1.39
191,15.81,2.44,0.8392636775970459,1.6818373203277588,1.2443780899047852,0,1.23
192,27.89,5.67,1.689338207244873,4.401101112365723,1.0642396211624146,0,1.05
193,30.77,6.45,1.6940244436264038,4.824886798858643,0.9041411280632019,0,1.03
194,39.83,8.96,1.5134140253067017,11.603231430053711,0.7905554175376892,0,1.02
195,34.83,7.61,1.4929075241088867,5.405179977416992,0.9520087838172913,0,1.29
196,29.85,6.27,1.3326337337493896,2.578063488006592,1.0605027675628662,0,1.03
197,18.87,3.23,-0.840039074420929,2.6041367053985596,1.151153326034546,0,1.07
198,21.66,3.98,-1.5517308712005615,3.668942928314209,1.0114740133285522,0,1.19
199,37.31,8.24,-0.31045275926589966,3.1722002029418945,0.7639726996421814,0,1.09
200,42.11,9.66,0.18266698718070984,5.1837615966796875,0.6621217131614685,0,1.14
201,25.25,4.94,-1.3048088550567627,3.55000901222229,0.8671834468841553,0,1.17
202,27.53,5.51,-1.9943835735321045,7.211913108825684,0.7467478513717651,0,1.18
203,41.73,9.54,-0.1537872850894928,4.044207572937012,0.5902804732322693,0,0.92
204,19.61,3.36,-2.2780086994171143,8.6535062789917,1.0125305652618408,0,1.57
205,18.07,3.04,-1.4707858562469482,8.801128387451172,0.984612226486206,0,1.21
206,17.18,2.75,-1.474722146987915,7.239567756652832,0.9828489422798157,0,1.23
207,37.76,8.47,0.38240185379981995,1.7223812341690063,0.6659965515136719,0,0.91
208,40.02,9.05,0.22138316929340363,2.7241880893707275,0.5217270255088806,0,1.09
209,41.9,9.57,-0.012562288902699947,3.5228335857391357,0.4571368992328644,0,1.21
210,33.97,7.36,-0.4375235438346863,0.6771162152290344,0.4819704294204712,0,1.08
211,22.26,4.15,-1.2491943836212158,6.669772624969482,0.573772668838501,0,1.21
212,41.73,9.54,0.002369745634496212,3.7354211807250977,0.3838101923465729,0,0.98
213,24.13,4.63,-0.6498357057571411,4.939309597015381,0.4386087656021118,0,1.51
214,25.48,5.02,-0.5545603632926941,1.0389196872711182,0.7439320087432861,0,1.22
215,42.43,9.72,0.3401418924331665,4.611746311187744,0.34945833683013916,0,1.01
216,43.11,9.96,0.5616052150726318,7.017214298248291,0.38086628913879395,0,0.97
217,45.7,10.69,0.3764341473579407,7.543697834014893,0.26251229643821716,0,0.91
218,35.59,7.77,0.05280352383852005,0.5445718765258789,0.3317953944206238,0,1.39
219,40.62,9.18,0.25252512097358704,2.5968496799468994,0.29843857884407043,0,1.04
220,36.93,8.17,-0.019231218844652176,0.6724708676338196,0.3269853889942169,0,1.07
221,25.61,5.09,-0.5649890303611755,2.619917392730713,0.468711793422699,0,1.2
222,28.16,5.83,-0.3265267014503479,1.4874694347381592,0.5297784209251404,0,1.29
223,36.52,8.05,-0.24084068834781647,0.8500902056694031,0.2771662473678589,0,1.32
224,24.66,4.84,-0.3735527992248535,4.108588695526123,0.37799304723739624,0,1.24
225,43.92,10.28,0.1773742437362671,2.7074360847473145,0.28628894686698914,0,1.1
226,43.87,10.21,0.4754927158355713,3.6797664165496826,0.32115650177001953,0,1.08
227,37.91,8.48,0.04372415691614151,0.31646719574928284,0.3335738778114319,0,1.39
228,21.62,4.01,-0.4035634994506836,4.862432956695557,0.6192043423652649,0,1.34
229,34.84,7.59,-0.19157354533672333,0.7888302803039551,0.3175300359725952,0,1.16
230,40.41,9.15,-0.06471279263496399,0.7503286004066467,0.3198118507862091,0,0.98
231,39.29,8.88,0.2604353427886963,0.9133938550949097,0.4460091292858124,0,1.11
232,20.66,3.71,-0.3634628653526306,5.6615891456604,0.5402844548225403,0,1.43
233,26.19,5.2,0.0484708733856678,3.6526801586151123,0.48484838008880615,0,1.23
234,36.17,7.91,0.03539799153804779,0.2475259155035019,0.4135158061981201,0,1.03
235,23.06,4.37,0.15426039695739746,3.247182846069336,0.5716977119445801,0,1.33
236,34.13,7.38,0.5099863409996033,0.7210229635238647,0.5056248903274536,0,1.42
237,23.82,4.59,0.668430745601654,2.411019802093506,0.6883477568626404,0,1.21
238,43.3,9.89,0.4211554229259491,4.303045272827148,0.3416946828365326,0,0.98
239,23.52,4.49,-0.05052695423364639,1.1570854187011719,0.7583674788475037,0,1.14
240,37.98,8.56,1.2367527484893799,4.344124794006348,0.757502019405365,0,1.11
241,34.41,7.53,0.8454362154006958,2.0999374389648438,0.668796718120575,0,1.18
242,18.72,3.1,-0.34547680616378784,2.6788113117218018,0.8102605938911438,0,1.37
243,41.27,9.34,0.43470191955566406,3.5473930835723877,0.4744233787059784,0,0.96
244,20.22,3.53,0.5420075058937073,1.1769418716430664,0.9959564208984375,0,1.2
245,19.19,3.31,-0.04973132908344269,1.6807562112808228,0.7983453869819641,0,1.6
246,28.09,5.8,1.1341458559036255,1.9909794330596924,0.8569172024726868,0,1.11
247,41.95,9.65,1.2082034349441528,7.904018402099609,0.6027083992958069,0,0.88
248,25.9,5.13,0.5388134121894836,0.7061911225318909,0.9018185138702393,0,1.13
249,19.36,3.31,-0.3497055768966675,1.2460391521453857,0.9911627173423767,0,1.49
250,28.78,5.99,0.3911612629890442,0.43185022473335266,0.8223316073417664,0,1.24
251,27.41,5.57,0.2329254001379013,0.3485080599784851,0.7808369994163513,0,1.15
252,38.37,8.67,1.2663949728012085,4.205305099487305,0.7656986713409424,0,0.95
253,26.58,5.36,-0.39419442415237427,0.5344462990760803,0.7538061141967773,0,1.19
254,14.81,2.07,-1.648976445198059,4.796900749206543,1.011687994003296,0,1.59
255,34.2,7.43,-0.06412079185247421,0.4763585925102234,0.5985406637191772,0,1.06
256,32.68,7.03,0.19149130582809448,0.5665881633758545,0.6245099902153015,0,1.11
257,28.52,5.94,-0.19208426773548126,0.12768347561359406,0.9394774436950684,0,1.04
258,41.5,9.39,0.222003772854805,2.1602683067321777,0.5532701015472412,0,1.14
259,39.9,9.07,0.5287649631500244,2.4227330684661865,0.688545823097229,0,1.02
260,43.58,10.1,-0.060501813888549805,3.259211301803589,0.5106525421142578,0,0.91
261,18.37,3.09,-1.7439435720443726,6.950484275817871,0.891362190246582,0,1.27
262,14.92,2.1,-2.8467254638671875,9.377676963806152,1.0315625667572021,0,1.24
263,42.39,9.65,-0.3740139901638031,1.684196949005127,0.45966988801956177,0,1.37
264,20.11,3.52,-1.443108081817627,5.706596374511719,0.8755571246147156,0,1.27
265,43.34,9.87,-0.4774644672870636,2.262261152267456,0.44046640396118164,0,0.9
266,44.4,10.3,0.14743870496749878,2.5631279945373535,0.4472222924232483,0,0.93
267,45.96,10.68,0.05593530833721161,3.406496286392212,0.4123421609401703,0,0.87
268,14.04,1.81,-2.604935646057129,9.09368896484375,0.997183620929718,0,1.66
269,41.46,9.57,0.5303767323493958,2.1482694149017334,0.6527916193008423,0,0.9
270,44.25,10.15,-0.13264426589012146,2.1810977458953857,0.371698796749115,0,1.01
271,34.39,7.39,-0.40820804238319397,0.776441216468811,0.5218225121498108,0,1.11
272,37.29,8.22,-0.33209314942359924,0.6091269850730896,0.4964662194252014,0,1.19
273,36.18,7.94,0.04197441786527634,0.13729019463062286,0.6467263102531433,0,1.2
274,30.16,6.26,-0.13216476142406464,1.4214739799499512,0.6191530227661133,0,1.17
275,21.22,3.83,-1.0168958902359009,2.695894479751587,0.9036888480186462,0,1.18
276,20.53,3.63,-0.9614092111587524,2.622317314147949,1.0650324821472168,0,1.17
277,33.05,7.12,0.7598234415054321,1.2970062494277954,0.7874149084091187,0,1.4
278,33.46,7.13,0.2123437225818634,0.36016562581062317,0.6340382099151611,0,1.1
279,36.3,7.93,0.6084617376327515,1.1178972721099854,0.6225586533546448,0,1.0
280,28.68,5.92,0.3768298625946045,0.6197810769081116,0.7513272166252136,0,1.14
281,32.99,7.0,0.5194419622421265,0.6782220005989075,0.6861588954925537,0,1.13
282,36.83,8.1,0.020489191636443138,0.2267487794160843,0.46690139174461365,0,1.32
283,27.6,5.57,0.027325158938765526,0.4578785300254822,0.8413935303688049,0,1.05
284,42.13,9.64,0.19175265729427338,1.607697606086731,0.4406713843345642,0,0.98
285,33.18,7.16,0.18283168971538544,0.24767494201660156,0.6363584399223328,0,1.09
286,41.19,9.39,0.25827693939208984,1.3935050964355469,0.5975341200828552,0,1.06
287,39.32,8.79,-0.19668501615524292,0.17380809783935547,0.5925211906433105,0,1.12
288,44.97,10.51,-0.06291243433952332,1.7637205123901367,0.3905183970928192,0,0.9
289,25.19,4.94,-0.5417393445968628,3.113600015640259,0.7669227719306946,0,1.21
290,43.4,10.03,-0.3336321711540222,1.1052906513214111,0.45215874910354614,0,0.9
291,44.99,10.34,-0.31237444281578064,2.31144642829895,0.3342691659927368,0,1.02
292,26.57,5.35,-0.4862038791179657,2.70334792137146,0.9968525171279907,0,1.3
293,43.19,9.86,-0.016917597502470016,0.40014079213142395,0.5052468776702881,0,0.88
294,44.48,10.25,-0.33669179677963257,1.01121187210083,0.41795623302459717,0,0.91
295,36.87,8.12,-0.4041427969932556,0.5523077249526978,0.5734608173370361,0,1.01
296,35.07,7.68,0.15445591509342194,0.27380314469337463,0.7848959565162659,0,0.96
297,23.42,4.45,-0.25760048627853394,2.8427505493164062,0.7636260986328125,0,1.55
298,39.2,8.74,0.2639838457107544,0.5374369025230408,0.5407895445823669,0,0.94
299,42.08,9.56,0.20590010285377502,1.3263256549835205,0.3971623480319977,0,1.0
300,26.96,5.39,-0.32803982496261597,1.5510271787643433,0.6262790560722351,0,1.16
301,27.57,5.63,0.48298001289367676,0.7906249761581421,0.6842361092567444,0,1.33
302,20.88,3.69,-0.1953071504831314,1.5902920961380005,0.7339137196540833,0,1.39
303,39.67,9.01,0.9204014539718628,3.9035425186157227,0.5820976495742798,0,0.99
304,17.15,2.66,-0.6294304132461548,1.9783025979995728,0.8881950974464417,0,1.28
305,25.35,4.94,-0.12270055711269379,0.2641693353652954,0.7443962693214417,0,1.35
306,15.6,2.3,-0.8673966526985168,1.2857123613357544,0.9034922122955322,0,1.47
307,43.45,10.04,1.1702351570129395,9.252782821655273,0.4326007664203644,0,0.9
308,41.23,9.39,1.356042742729187,9.43171501159668,0.4946121275424957,0,0.89
309,12.98,1.44,-1.8598986864089966,3.0313942432403564,1.0018134117126465,0,1.31
310,37.23,8.26,1.5261461734771729,7.0021071434021,0.6193159222602844,0,1.16
311,30.99,6.49,0.6102983951568604,2.0646591186523438,0.5195152759552002,0,1.31
312,38.38,8.52,0.8789113759994507,5.798643589019775,0.4112320840358734,0,1.0
313,41.5,9.43,0.8288763761520386,8.11409854888916,0.49256983399391174,0,0.94
314,15.23,2.18,-0.3098824918270111,0.4310159683227539,0.994602382183075,0,1.2
315,35.12,7.68,0.4979346692562103,2.2785069942474365,0.5105156302452087,0,1.51
316,23.41,4.37,-0.04004596918821335,0.3399723470211029,0.6277307868003845,0,1.22
317,37.83,8.4,0.4276576340198517,2.5289175510406494,0.4686130881309509,0,1.03
318,14.99,2.13,-0.7696353197097778,1.9255763292312622,0.8713705539703369,0,1.27
319,27.39,5.56,0.4936264753341675,0.6149532794952393,0.6623207926750183,0,1.47
320,36.83,8.13,0.17982517182826996,1.3721064329147339,0.4703620374202728,0,1.12
321,23.56,4.42,-0.4444241523742676,0.870751142501831,0.7676565051078796,0,1.16
