Episode,TotalReward,AvgReturn,ActorLoss,CriticLoss,Entropy,IllegalActions,Duration_s
1,-12.83,-5.62,-9.970282554626465,63.508052825927734,1.863675594329834,0,1.47
2,-37.25,-12.46,-23.324817657470703,195.40257263183594,1.9072564840316772,0,1.01
3,-46.95,-15.18,-28.01351547241211,277.91595458984375,1.8717167377471924,0,1.15
4,-38.26,-12.82,-23.00494384765625,203.68394470214844,1.905724048614502,0,1.16
5,-29.41,-10.39,-18.326189041137695,140.22512817382812,1.8940024375915527,0,1.03
6,-39.62,-13.22,-23.061742782592773,209.1310272216797,1.897552490234375,0,1.17
7,-44.3,-14.65,-24.811504364013672,237.819580078125,1.9060444831848145,0,1.48
8,-28.42,-10.04,-16.66950225830078,126.71156311035156,1.9006482362747192,0,1.29
9,-26.63,-9.78,-15.783693313598633,120.2529296875,1.9112015962600708,0,0.98
10,-17.59,-6.98,-9.728033065795898,69.0958251953125,1.8962024450302124,0,1.07
11,-41.18,-13.72,-21.713050842285156,195.0901641845703,1.9085384607315063,0,1.26
12,-26.66,-9.6,-14.070281028747559,108.71781158447266,1.902805209159851,0,1.16
13,-25.49,-9.24,-12.780174255371094,93.50621795654297,1.8863577842712402,0,1.07
14,-35.4,-12.03,-18.294523239135742,153.11410522460938,1.905126929283142,0,1.19
15,-21.54,-8.12,-9.439253807067871,70.02204132080078,1.8852242231369019,0,1.04
16,-28.9,-10.22,-13.603873252868652,109.0919189453125,1.889784336090088,0,1.29
17,-16.63,-6.7,-6.69426155090332,55.92921829223633,1.8925976753234863,0,1.06
18,-27.18,-9.62,-10.810070037841797,78.52828216552734,1.8696930408477783,0,1.22
19,-24.07,-8.85,-9.448280334472656,75.90730285644531,1.8973515033721924,0,1.11
20,-13.95,-6.0,-4.146126747131348,42.44363784790039,1.8756386041641235,0,1.22
21,-25.8,-9.22,-8.611268997192383,65.98511505126953,1.8531954288482666,0,1.02
22,-37.79,-12.69,-13.402656555175781,116.5410385131836,1.837256908416748,0,1.25
23,-28.67,-10.1,-9.583645820617676,77.11518859863281,1.86786687374115,0,1.14
24,-30.58,-10.58,-9.328636169433594,77.87866973876953,1.8336187601089478,0,1.06
25,-11.64,-5.32,0.5031191110610962,34.184200286865234,1.849583387374878,0,1.02
26,-41.51,-13.6,-10.975931167602539,108.76882934570312,1.800681710243225,0,1.8
27,-25.3,-9.07,-5.624063968658447,56.57179641723633,1.8326239585876465,0,1.88
28,-22.55,-8.34,-3.7577946186065674,49.393272399902344,1.8430657386779785,0,1.73
29,-24.13,-8.72,-3.1792476177215576,50.445377349853516,1.8343257904052734,0,1.61
30,-31.16,-10.58,-5.581201553344727,63.63173294067383,1.827186107635498,0,1.75
31,-14.66,-6.12,0.5704951882362366,33.95999526977539,1.8315987586975098,0,1.45
32,-25.01,-8.77,-2.610297441482544,45.738059997558594,1.8470782041549683,0,1.68
33,-13.85,-5.92,0.31845757365226746,30.32386016845703,1.8402957916259766,0,1.46
34,-34.68,-11.56,-6.771994590759277,67.63392639160156,1.817711591720581,0,1.64
35,-35.47,-11.98,-8.270855903625488,73.54554748535156,1.8094836473464966,0,1.98
36,-35.59,-11.95,-8.400273323059082,70.77093505859375,1.8056937456130981,0,1.61
37,-14.24,-6.04,0.9573513865470886,29.91217803955078,1.8330129384994507,0,1.33
38,-15.49,-6.31,0.16800902783870697,28.608753204345703,1.8298218250274658,0,1.57
39,-23.38,-8.59,-3.8218371868133545,35.440223693847656,1.8285675048828125,0,1.42
40,-21.06,-8.0,-2.5793848037719727,33.40434265136719,1.8269586563110352,0,1.58
41,-8.82,-4.48,3.557227373123169,22.633054733276367,1.8313310146331787,0,1.39
42,-20.51,-7.75,-3.316067695617676,29.047258377075195,1.833713173866272,0,1.59
43,-39.05,-12.87,-11.617895126342773,81.0198745727539,1.8069274425506592,0,1.67
44,-24.74,-9.01,-4.241954326629639,33.52480697631836,1.8151276111602783,0,1.62
45,-21.49,-7.99,-2.7848308086395264,27.057567596435547,1.8537940979003906,0,1.82
46,-5.64,-3.46,4.55139684677124,22.15203285217285,1.8489762544631958,0,1.5
47,-24.36,-8.65,-4.823338031768799,26.34722900390625,1.8140206336975098,0,1.51
48,-13.86,-5.85,1.030793309211731,17.788047790527344,1.8478126525878906,0,1.74
49,-41.49,-13.54,-10.3688383102417,70.42552185058594,1.799006700515747,0,1.78
50,-7.93,-4.05,4.481177806854248,21.449195861816406,1.8436368703842163,0,1.66
51,-17.44,-7.06,-1.4969514608383179,15.658613204956055,1.8349344730377197,0,1.64
52,-21.31,-7.88,-2.146307945251465,22.52830696105957,1.830129623413086,0,1.73
53,-24.28,-8.68,-4.224834442138672,23.86248016357422,1.8515198230743408,0,1.68
54,-34.73,-11.77,-9.454474449157715,49.2022705078125,1.8297219276428223,0,1.67
55,-20.25,-7.67,-2.4894940853118896,14.938308715820312,1.8456748723983765,0,1.64
56,-33.07,-11.17,-7.8812785148620605,38.42868423461914,1.8295682668685913,0,1.68
57,-21.13,-7.88,-1.7848663330078125,17.244619369506836,1.841731309890747,0,1.68
58,-13.45,-5.73,2.921318531036377,10.919066429138184,1.834051251411438,0,1.72
59,-26.59,-9.16,-1.5221757888793945,24.316465377807617,1.8382320404052734,0,1.62
60,-10.74,-4.88,3.6744749546051025,9.216425895690918,1.8409135341644287,0,1.45
61,-17.93,-6.98,0.1775403767824173,9.583266258239746,1.843567132949829,0,1.81
62,-24.86,-8.95,-4.041620254516602,15.764629364013672,1.8341302871704102,0,1.85
63,-18.42,-7.23,-2.485689401626587,12.271974563598633,1.8559428453445435,0,1.53
64,-25.08,-9.09,-4.760956764221191,17.900941848754883,1.8347088098526,0,1.65
65,-14.37,-6.09,0.1852072775363922,5.131092548370361,1.8415533304214478,0,1.52
66,-11.58,-5.18,2.5969576835632324,5.903167724609375,1.841485857963562,0,1.48
67,-32.84,-10.97,-5.369261741638184,22.625375747680664,1.8305776119232178,0,1.78
68,-9.17,-4.54,3.4030463695526123,6.629415035247803,1.8406115770339966,0,1.61
69,-24.39,-8.75,-3.2816779613494873,12.701607704162598,1.836140513420105,0,1.7
70,-4.06,-3.22,5.610106468200684,11.219039916992188,1.8297067880630493,0,1.46
71,-29.99,-10.3,-6.815995693206787,20.08291244506836,1.8254685401916504,0,1.7
72,-0.86,-2.29,6.413952350616455,14.605733871459961,1.8184694051742554,0,1.32
73,-16.48,-6.68,-0.920518159866333,2.927743434906006,1.8220192193984985,0,1.48
74,-25.62,-9.26,-5.844625949859619,16.364267349243164,1.8327608108520508,0,1.62
75,-27.94,-9.84,-6.304782867431641,15.9677095413208,1.806176781654358,0,1.64
76,-18.87,-7.46,-3.483266592025757,9.609225273132324,1.8202946186065674,0,1.5
77,-18.49,-7.16,-0.6907978057861328,6.449660778045654,1.805463433265686,0,1.88
78,-16.26,-6.61,-0.681296169757843,4.426650524139404,1.814411997795105,0,1.88
79,-15.06,-6.3,2.2486469745635986,2.9220337867736816,1.800706386566162,0,1.62
80,-9.93,-4.92,2.279186964035034,4.378732681274414,1.8092904090881348,0,1.74
81,-11.11,-5.25,-0.7176892161369324,15.133333206176758,1.7936214208602905,0,1.73
82,-20.34,-8.02,-4.317423343658447,12.62987232208252,1.7949477434158325,0,1.71
83,-5.8,-3.69,5.947207927703857,12.444297790527344,1.7919219732284546,0,1.69
84,-19.5,-7.5,0.2512402832508087,4.408825397491455,1.7976692914962769,0,1.96
85,-7.96,-4.56,1.8868844509124756,7.033540725708008,1.775335669517517,0,1.56
86,-7.6,-4.28,2.0937612056732178,10.906515121459961,1.7794132232666016,0,1.53
87,-21.01,-8.07,-2.630887508392334,4.973817825317383,1.780113935470581,0,1.88
88,0.05,-2.23,6.437146186828613,15.14086627960205,1.7692909240722656,0,1.45
89,-20.67,-7.95,-5.750774383544922,17.694747924804688,1.7946319580078125,0,1.73
90,-5.65,-3.58,6.722672939300537,16.126298904418945,1.7873152494430542,0,1.68
91,8.44,0.15,7.934258460998535,23.075414657592773,1.7529693841934204,0,1.45
92,-2.35,-2.82,5.117253303527832,10.062688827514648,1.759342074394226,0,1.64
93,10.25,0.76,7.859447479248047,23.198307037353516,1.7376633882522583,0,1.41
94,-7.5,-4.11,3.9989778995513916,7.883988380432129,1.7600696086883545,0,1.63
95,-13.54,-5.77,-0.5713425278663635,3.83864426612854,1.763974666595459,0,1.79
96,-11.79,-5.56,-4.114762783050537,14.990436553955078,1.714365005493164,0,1.8
97,-10.95,-5.26,-6.114863872528076,25.239017486572266,1.7008886337280273,0,1.62
98,5.78,-0.66,5.0049567222595215,9.947504043579102,1.6973536014556885,0,1.42
