Episode,Reward,Epsilon,Duration_s,VisitedPairs,TD_Error
371,22.639,0.226,5.22,111019,0.077794
372,17.397,0.225,5.37,111318,0.066603
373,28.547,0.224,4.83,111617,0.0958
374,31.066,0.223,4.75,111916,0.104213
375,38.969,0.222,4.29,112215,0.130283
376,17.583,0.222,5.21,112514,0.068177
377,26.889,0.221,4.99,112813,0.090863
378,23.53,0.22,5.12,113112,0.080426
379,42.954,0.219,4.34,113411,0.143235
380,20.606,0.218,5.17,113710,0.07389
381,26.596,0.217,5.19,114009,0.090283
382,39.304,0.216,4.31,114307,0.13107
383,18.644,0.215,5.25,114606,0.067101
384,30.21,0.215,4.96,114905,0.101497
385,22.645,0.214,5.11,115204,0.079147
386,23.102,0.213,5.29,115503,0.080952
387,29.919,0.212,4.93,115802,0.100055
388,37.091,0.211,4.59,116101,0.124503
389,25.75,0.21,5.64,116400,0.086417
390,39.848,0.209,4.47,116699,0.133224
391,26.473,0.209,5.67,116998,0.089294
392,36.23,0.208,5.02,117297,0.121162
393,29.614,0.207,5.33,117596,0.099469
394,24.064,0.206,5.42,117895,0.082096
395,38.311,0.205,4.46,118194,0.128761
396,25.239,0.205,5.59,118493,0.085061
397,24.751,0.204,5.37,118792,0.083553
398,26.629,0.203,4.98,119091,0.090395
399,39.685,0.202,4.39,119390,0.133011
400,25.779,0.201,5.14,119689,0.086416
401,21.451,0.2,5.64,119988,0.07614
402,29.637,0.2,5.19,120287,0.099669
403,33.721,0.199,4.93,120586,0.112478
404,24.359,0.198,5.45,120885,0.083275
405,34.184,0.197,5.45,121184,0.114023
406,33.958,0.196,4.87,121483,0.113585
407,28.91,0.196,5.35,121782,0.09765
408,35.792,0.195,4.85,122081,0.119366
409,18.839,0.194,5.72,122380,0.067789
410,38.61,0.193,4.66,122679,0.12909
411,33.384,0.193,5.04,122978,0.111595
412,34.524,0.192,4.99,123277,0.115409
413,25.524,0.191,5.49,123576,0.08614
414,42.195,0.19,4.77,123875,0.140942
415,43.063,0.19,4.47,124174,0.143934
416,24.134,0.189,5.38,124473,0.082687
417,24.458,0.188,5.66,124772,0.08274
418,40.177,0.187,4.65,125071,0.135516
419,23.954,0.186,5.57,125370,0.081895
420,38.265,0.186,4.71,125669,0.127882
421,40.367,0.185,4.6,125968,0.135707
422,23.899,0.184,5.49,126267,0.082054
423,22.646,0.184,5.58,126566,0.078713
424,40.963,0.183,4.8,126865,0.136933
425,35.623,0.182,4.92,127164,0.118812
426,22.397,0.181,5.5,127463,0.076154
